Category	Term	loglift	logprob	Relevance	year
topico17	design_methodology_approach	4.131	-4.4598	-1.02348	2010
topico17	bank	4.1252	-5.2047	-1.47274	2010
topico17	workplace	4.1152	-3.7089	-0.57926	2010
topico17	managerial	4.1103	-5.1525	-1.44738	2010
topico17	human_resource	4.107	-5.6805	-1.7655	2010
topico17	leadership_style	4.1008	-5.6004	-1.71992	2010
topico17	practical_implication	4.0987	-5.1869	-1.47266	2010
topico17	management	4.0965	-3.7363	-0.60318	2010
topico17	organisational	4.0941	-5.3173	-1.55274	2010
topico17	women_manager	4.0855	-6.0886	-2.01896	2010
topico17	female_manager	4.0839	-5.6313	-1.74522	2010
topico17	diversity_management	4.0626	-5.6613	-1.77174	2010
topico17	methodology_approach	4.0574	-5.7586	-1.8322	2010
topico17	senior_management	4.0555	-6.3857	-2.20922	2010
topico17	self_employ	4.0515	-6.3294	-2.17704	2010
topico17	design_methodology	4.05	-6.1631	-2.07786	2010
topico17	export	4.0497	-5.7192	-1.81164	2010
topico17	organization	4.045	-3.1913	-0.29678	2010
topico17	banking	4.0384	-6.4392	-2.24816	2010
topico17	management_position	4.0286	-6.4564	-2.2624	2010
topico17	organizational	4.0163	-4.3466	-1.00144	2010
topico17	service_sector	4.0048	-6.5503	-2.32826	2010
topico17	livestock	3.9951	-6.828	-2.49876	2010
topico17	job_performance	3.9941	-6.8446	-2.50912	2010
topico17	turnover	3.9926	-6.0342	-2.02348	2010
topico17	ethiopian	3.9848	-6.9166	-2.55604	2010
topico17	reward	3.9833	-4.858	-1.32148	2010
topico17	organisation	3.9506	-4.202	-0.94096	2010
topico17	enterprise	3.9567	-4.9558	-1.3908	2010
topico17	practical	3.9292	-4.3062	-1.01204	2010
topico17	self_employment	3.9681	-5.7386	-1.85592	2010
topico17	advancement	3.8957	-5.2927	-1.61734	2010
topico17	workforce	3.785	-5.0336	-1.50616	2010
topico17	business	3.5844	-4.3232	-1.16016	2010
topico17	purpose	3.4724	-4.6509	-1.40158	2010
topico17	employee	3.3348	-4.59	-1.42008	2010
topico17	sector	3.3285	-4.6772	-1.47492	2010
topico17	finding	2.8663	-4.3463	-1.46126	2010
topico17	manage	2.8899	-5.2872	-2.01636	2010
topico17	industry	2.6834	-5.253	-2.07844	2010
topico17	position	1.8806	-5.1761	-2.35342	2010
topico17	employ	1.8297	-5.5644	-2.60676	2010
topico17	need	1.2312	-5.5528	-2.8392	2010
topico18	delinquency	4.9557	-4.2418	-0.5628	2010
topico18	social_capital	4.9556	-4.2468	-0.56584	2010
topico18	fertility	4.9426	-3.9552	-0.39608	2010
topico18	capital	4.9077	-3.4143	-0.0855	2010
topico18	s	4.8976	-4.4037	-0.68318	2010
topico18	referral	4.893	-4.6126	-0.81036	2010
topico18	behavior_problem	4.8835	-5.3784	-1.27364	2010
topico18	blog	4.8796	-4.6023	-0.80954	2010
topico18	family_structure	4.8769	-5.1265	-1.12514	2010
topico18	korea	4.8707	-4.195	-0.56872	2010
topico18	delinquent	4.87	-5.5416	-1.37696	2010
topico18	korean	4.8662	-3.9716	-0.43648	2010
topico18	juvenile_court	4.8571	-5.682	-1.46636	2010
topico18	conformity	4.8538	-4.6425	-0.84398	2010
topico18	delinquent_behavior	4.8454	-5.8051	-1.5449	2010
topico18	wellness	4.8411	-5.6164	-1.4334	2010
topico18	intra_household	4.8313	-5.6057	-1.4309	2010
topico18	cameroon	4.8261	-5.4116	-1.31652	2010
topico18	adequacy	4.8216	-5.7937	-1.54758	2010
topico18	juvenile_justice	4.8135	-5.7693	-1.53618	2010
topico18	bond	4.8113	-4.2631	-0.63334	2010
topico18	jury	4.7997	-6.0135	-1.68822	2010
topico18	peer_relation	4.7932	-5.7791	-1.55018	2010
topico18	statute	4.7874	-5.9701	-1.6671	2010
topico18	contributing_factor	4.7867	-5.7534	-1.53736	2010
topico18	plaintiff	4.7862	-6.1348	-1.7664	2010
topico18	gender_disparitie	4.7859	-5.0185	-1.09674	2010
topico18	examines_role	4.7781	-5.5918	-1.44384	2010
topico18	non_binary	4.7722	-6.1816	-1.80008	2010
topico18	labour_force_participation	4.7719	-6.1403	-1.77542	2010
topico18	number_children	4.7691	-5.9869	-1.6845	2010
topico18	credential	4.7663	-5.9563	-1.66726	2010
topico18	wellbe	4.7366	-5.3273	-1.30174	2010
topico18	teenager	4.6911	-4.6507	-0.91398	2010
topico18	accumulate	4.7044	-5.341	-1.32284	2010
topico18	accumulation	4.7028	-5.5345	-1.43958	2010
topico18	address_question	4.7497	-5.7724	-1.56356	2010
topico18	examines_effect	4.7044	-5.5714	-1.46108	2010
topico18	teenage	4.6626	-5.4391	-1.39842	2010
topico18	multilevel	4.4247	-5.0238	-1.2444	2010
topico18	accommodation	4.513	-5.467	-1.475	2010
topico18	disparity	3.0555	-5.1252	-1.85292	2010
topico18	demographic	3.1765	-5.2006	-1.84976	2010
topico18	gender_difference	1.0364	-5.2453	-2.73262	2010
topico18	pattern	1.6682	-5.4411	-2.59738	2010
topico18	group	1.3944	-5.4545	-2.71494	2010
topico19	innovation	4.5325	-4.2301	-0.72506	2010
topico19	street	4.5161	-4.5595	-0.92926	2010
topico19	capability	4.4874	-4.5319	-0.92418	2010
topico19	search	4.4838	-3.7808	-0.47496	2010
topico19	geography	4.4767	-4.0148	-0.6182	2010
topico19	commerce	4.4744	-5.5136	-1.5184	2010
topico19	multicultural	4.4562	-4.9652	-1.19664	2010
topico19	diversity	4.4385	-3.2196	-0.15636	2010
topico19	evolution	4.4339	-4.3797	-0.85426	2010
topico19	colombia	4.4303	-5.3276	-1.42444	2010
topico19	freud	4.4163	-5.8938	-1.76976	2010
topico19	motion	4.4158	-5.7821	-1.70294	2010
topico19	sociability	4.4121	-5.873	-1.75896	2010
topico19	diffusion	4.406	-5.5678	-1.57828	2010
topico19	innovative	4.3897	-4.5624	-0.98156	2010
topico19	lo	4.3871	-6.065	-1.88416	2010
topico19	colombian	4.3868	-5.6061	-1.60894	2010
topico19	sobre	4.3841	-5.6289	-1.6237	2010
topico19	demonstration	4.3803	-5.802	-1.72908	2010
topico19	web_site	4.3773	-6.206	-1.97268	2010
topico19	experimentation	4.3756	-6.1724	-1.9532	2010
topico19	spain	4.3725	-4.0757	-0.69642	2010
topico19	picture_book	4.3712	-6.4401	-2.11558	2010
topico19	flower	4.358	-6.4364	-2.11864	2010
topico19	whiteness	4.3567	-5.0055	-1.26062	2010
topico19	risk_management	4.3488	-6.4738	-2.14476	2010
topico19	march	4.3486	-5.4004	-1.5008	2010
topico19	presidential	4.3477	-6.1397	-1.94474	2010
topico19	horizon	4.3456	-6.2571	-2.01602	2010
topico19	uprising	4.3408	-6.5335	-2.18378	2010
topico19	mission	4.3378	-5.0867	-1.3169	2010
topico19	protest	4.2777	-4.8175	-1.17942	2010
topico19	definition	4.218	-3.8491	-0.62226	2010
topico19	entre	4.2347	-5.589	-1.65952	2010
topico19	substantive	4.1854	-5.4078	-1.57052	2010
topico19	homelessness	4.1968	-5.5266	-1.63724	2010
topico19	social_justice	4.1057	-5.2973	-1.5361	2010
topico19	agent	3.9038	-4.7478	-1.28716	2010
topico19	november	4.2697	-5.8652	-1.81124	2010
topico19	como	4.2408	-5.8197	-1.7955	2010
topico19	specialize	4.1938	-5.7652	-1.7816	2010
topico19	expand	3.2442	-4.8924	-1.63776	2010
topico19	la	3.1216	-5.5625	-2.08886	2010
topico19	new	1.7738	-5.3785	-2.51758	2010
topico19	social	1.7813	-5.5081	-2.59234	2010
topico19	tool	2.4307	-5.5727	-2.37134	2010
topico19	reflection	2.4914	-5.5919	-2.35858	2010
topico20	smoke	4.4877	-4.5428	-0.9306	2010
topico20	smoking	4.4829	-4.7222	-1.04016	2010
topico20	obesity	4.4755	-4.6608	-1.00628	2010
topico20	smoker	4.4728	-5.0084	-1.21592	2010
topico20	cohort	4.4605	-3.9659	-0.59534	2010
topico20	height	4.4494	-5.2556	-1.3736	2010
topico20	tobacco	4.4376	-5.6172	-1.59528	2010
topico20	cigarette	4.4278	-5.7447	-1.6757	2010
topico20	quit	4.4212	-5.7486	-1.68068	2010
topico20	birth_cohort	4.4151	-5.7991	-1.71342	2010
topico20	overweight	4.4072	-5.3632	-1.45504	2010
topico20	cessation	4.3937	-6.1008	-1.903	2010
topico20	bmi	4.3845	-4.7759	-1.11174	2010
topico20	start_up	4.3776	-6.093	-1.90476	2010
topico20	health_behavior	4.3733	-5.5316	-1.56964	2010
topico20	cigarette_smok	4.3731	-6.2613	-2.00754	2010
topico20	decline	4.3605	-3.7869	-0.52794	2010
topico20	obese	4.3547	-5.7417	-1.70314	2010
topico20	smoking_behavior	4.3437	-6.4804	-2.15076	2010
topico20	mutation	4.3402	-6.4438	-2.1302	2010
topico20	underweight	4.3395	-6.496	-2.1618	2010
topico20	prenatal	4.3358	-5.8212	-1.7584	2010
topico20	nicotine	4.3309	-6.5595	-2.20334	2010
topico20	tobacco_use	4.3272	-6.3171	-2.05938	2010
topico20	cr	4.3262	-6.5571	-2.20378	2010
topico20	weight	4.3258	-4.2945	-0.84638	2010
topico20	gradient	4.3225	-6.2071	-1.99526	2010
topico20	longevity	4.3173	-6.3069	-2.05722	2010
topico20	makeover	4.3148	-6.629	-2.25148	2010
topico20	body_mass	4.3105	-6.5179	-2.18654	2010
topico20	socioeconomic_status	4.2919	-5.1428	-1.36892	2010
topico20	lifespan	4.2963	-6.1823	-1.99086	2010
topico20	adjust	4.213	-4.6894	-1.12844	2010
topico20	population_bas	4.268	-5.7243	-1.72738	2010
topico20	socioeconomic	4.206	-5.2558	-1.47108	2010
topico20	old_age	4.2047	-5.2535	-1.47022	2010
topico20	utilization	4.1316	-5.3773	-1.57374	2010
topico20	proportion	3.9694	-4.9829	-1.40198	2010
topico20	calculate	4.0329	-5.3537	-1.59906	2010
topico20	regression_model	4.054	-5.5153	-1.68758	2010
topico20	trend	3.5073	-4.378	-1.22388	2010
topico20	rural_urban	4.1436	-5.8108	-1.82904	2010
topico20	longitudinal	3.6322	-5.0546	-1.57988	2010
topico20	logistic_regression	3.7053	-5.2597	-1.6737	2010
topico20	year	2.8317	-4.2199	-1.39926	2010
topico20	population	2.8032	-4.5052	-1.58184	2010
topico20	cross_sectional	3.4999	-5.1766	-1.706	2010
topico20	rate	2.7928	-4.8635	-1.80098	2010
topico20	pattern	2.2059	-4.9034	-2.05968	2010
topico20	gender_difference	1.2453	-5.0364	-2.52372	2010
topico20	time	1.5415	-5.1501	-2.47346	2010
topico20	high	1.6795	-5.2323	-2.46758	2010
topico20	risk	1.988	-5.3467	-2.41282	2010
topico20	factor	1.4902	-5.478	-2.69072	2010
topico21	law	4.2378	-3.2809	-0.27342	2010
topico21	legal	4.2299	-3.9641	-0.6865	2010
topico21	human_right	4.209	-4.439	-0.9798	2010
topico21	court	4.2063	-4.2331	-0.85734	2010
topico21	palestinian	4.1971	-5.4611	-1.59782	2010
topico21	right	4.1966	-3.3979	-0.3601	2010
topico21	poland	4.1961	-5.2254	-1.4568	2010
topico21	legislation	4.1944	-4.513	-1.03004	2010
topico21	video_game	4.1925	-5.5644	-1.66164	2010
topico21	judicial	4.1887	-5.3015	-1.50542	2010
topico21	opponent	4.1598	-5.8183	-1.82706	2010
topico21	family_law	4.1555	-6.1007	-1.99822	2010
topico21	protection	4.1524	-4.3539	-0.95138	2010
topico21	constitutional	4.1472	-5.6512	-1.73184	2010
topico21	bride	4.1455	-6.0922	-1.99712	2010
topico21	regulation	4.1173	-4.1446	-0.83984	2010
topico21	black_women	4.1147	-6.0757	-1.99954	2010
topico21	prohibit	4.1075	-6.3259	-2.15254	2010
topico21	amendment	4.1049	-6.4041	-2.2005	2010
topico21	polish	4.1036	-5.5877	-1.71118	2010
topico21	palestine	4.1027	-6.4659	-2.23846	2010
topico21	enforcement	4.1024	-5.6507	-1.74946	2010
topico21	petition	4.0916	-6.4261	-2.21902	2010
topico21	spatial_ability	4.0856	-6.3788	-2.19304	2010
topico21	black_woman	4.0802	-5.1561	-1.46158	2010
topico21	ita	4.0669	-6.7602	-2.42936	2010
topico21	prohibition	4.0669	-6.5747	-2.31806	2010
topico21	lebanese	4.0666	-6.4165	-2.22326	2010
topico21	dispute	4.0664	-5.443	-1.63924	2010
topico21	embryo	4.0656	-6.7653	-2.43294	2010
topico21	guilt	4.0593	-5.4795	-1.66398	2010
topico21	enforce	4.0614	-5.6856	-1.7868	2010
topico21	guarantee	4.0383	-5.704	-1.80708	2010
topico21	claim	3.9294	-3.6296	-0.606	2010
topico21	regulate	3.9699	-5.1843	-1.52262	2010
topico21	rule	3.8469	-4.2834	-1.03128	2010
topico21	impose	3.9224	-5.1714	-1.53388	2010
topico21	govern	3.9204	-5.2903	-1.60602	2010
topico21	protect	3.7534	-4.924	-1.45304	2010
topico21	proposal	3.7811	-5.0993	-1.54714	2010
topico21	state	3.0391	-3.8173	-1.07474	2010
topico21	regulatory	3.9151	-5.7561	-1.88762	2010
topico21	case	2.5758	-4.1435	-1.45578	2010
topico21	recognition	3.0997	-5.0482	-1.78904	2010
topico21	authority	3.2405	-5.2237	-1.83802	2010
topico21	grant	3.5923	-5.4419	-1.82822	2010
topico21	act	2.3245	-5.1288	-2.14748	2010
topico21	debate	2.1345	-5.266	-2.3058	2010
topico21	order	1.8499	-5.5752	-2.60516	2010
topico22	dissatisfaction	4.6581	-4.6098	-0.90264	2010
topico22	body_dissatisfaction	4.6564	-4.4128	-0.78512	2010
topico22	body_image	4.6541	-3.878	-0.46516	2010
topico22	infidelity	4.6532	-4.7807	-1.00714	2010
topico22	appearance	4.6303	-3.8266	-0.44384	2010
topico22	listener	4.6298	-5.2521	-1.29934	2010
topico22	arousal	4.6296	-5.1662	-1.24788	2010
topico22	internalization	4.6188	-5.1829	-1.26222	2010
topico22	assertive	4.6026	-5.4861	-1.45062	2010
topico22	muscularity	4.5963	-5.6367	-1.5435	2010
topico22	body_satisfaction	4.5812	-5.5164	-1.47736	2010
topico22	negative_emotion	4.5736	-5.39	-1.40456	2010
topico22	thin	4.5663	-5.2658	-1.33296	2010
topico22	thinness	4.5571	-6.0537	-1.80938	2010
topico22	expressive	4.5567	-5.1242	-1.25184	2010
topico22	acoustic	4.5518	-6.1081	-1.84414	2010
topico22	role_expectation	4.5394	-5.8243	-1.67882	2010
topico22	vocal	4.5338	-5.7546	-1.63924	2010
topico22	physical_appearance	4.5336	-5.5042	-1.48908	2010
topico22	body_size	4.5272	-5.8249	-1.68406	2010
topico22	genital	4.5202	-5.3472	-1.40024	2010
topico22	mexican_origin	4.5166	-6.2467	-1.94138	2010
topico22	emotional_expression	4.5134	-5.7019	-1.61578	2010
topico22	sex_typ	4.5128	-6.1755	-1.90018	2010
topico22	visual_attention	4.5029	-6.428	-2.05564	2010
topico22	personality_gender	4.5028	-6.2263	-1.93466	2010
topico22	valence	4.4988	-5.5858	-1.55196	2010
topico22	infant	4.4974	-4.5704	-0.94328	2010
topico22	ideal_body	4.4869	-6.4819	-2.09438	2010
topico22	nonsexual	4.4789	-6.4735	-2.09254	2010
topico22	voice	4.4786	-3.4139	-0.2569	2010
topico22	ideal	4.3603	-3.5433	-0.38186	2010
topico22	expertise	4.4183	-4.9741	-1.21714	2010
topico22	sociocultural	4.3523	-4.944	-1.22548	2010
topico22	cheat	4.4486	-5.8245	-1.71526	2010
topico22	image	3.995	-3.4066	-0.44596	2010
topico22	sound	4.2894	-5.0899	-1.33818	2010
topico22	reaction	3.935	-4.3621	-1.04326	2010
topico22	positive_negative	4.2163	-5.1653	-1.41266	2010
topico22	user	3.8532	-4.4509	-1.12926	2010
topico22	pressure	3.7588	-4.4563	-1.17026	2010
topico22	perception	2.0778	-4.9089	-2.11422	2010
topico22	influence	1.3517	-5.2279	-2.59606	2010
topico22	model	1.3051	-5.2934	-2.654	2010
topico22	participant	1.5335	-5.4372	-2.64892	2010
topico23	nepal	4.7363	-4.8771	-1.03174	2010
topico23	masturbation	4.736	-5.1992	-1.22512	2010
topico23	photograph	4.7324	-4.5113	-0.81382	2010
topico23	stream	4.7236	-5.1553	-1.20374	2010
topico23	habitus	4.7147	-5.3599	-1.33006	2010
topico23	housewife	4.7114	-5.0105	-1.12174	2010
topico23	departure	4.7072	-5.2698	-1.279	2010
topico23	comedy	4.7006	-5.3306	-1.31812	2010
topico23	binge_eat	4.6852	-5.9078	-1.6706	2010
topico23	comic	4.6831	-5.5216	-1.43972	2010
topico23	graphic	4.6549	-5.9411	-1.7027	2010
topico23	diary	4.6461	-4.9461	-1.10922	2010
topico23	emotional_labour	4.6444	-6.1773	-1.84862	2010
topico23	irony	4.6431	-5.4829	-1.4325	2010
topico23	pornography_consumption	4.6406	-6.2199	-1.8757	2010
topico23	visitor	4.6366	-6.0498	-1.77524	2010
topico23	women_writer	4.6352	-6.0549	-1.77886	2010
topico23	normalization	4.6276	-5.6117	-1.51598	2010
topico23	natural	4.6218	-3.9047	-0.4941	2010
topico23	boxing	4.6216	-6.3313	-1.95014	2010
topico23	goddess	4.6173	-6.0818	-1.80216	2010
topico23	hermeneutic	4.6158	-6.1953	-1.87086	2010
topico23	dan	4.6144	-6.1666	-1.8542	2010
topico23	disposition	4.6106	-4.9791	-1.14322	2010
topico23	die	4.6085	-4.5101	-0.86266	2010
topico23	tunisian	4.6082	-6.3037	-1.93894	2010
topico23	chronicle	4.6079	-5.9948	-1.75372	2010
topico23	biopolitical	4.6068	-6.1065	-1.82118	2010
topico23	proof	4.6061	-6.1727	-1.86118	2010
topico23	gendered_experience	4.6011	-6.0148	-1.76844	2010
topico23	inquiry	4.598	-4.3719	-0.78394	2010
topico23	normal	4.5917	-4.135	-0.64432	2010
topico23	caribbean	4.5637	-4.9332	-1.13444	2010
topico23	box	4.593	-5.7579	-1.61754	2010
topico23	circle	4.5646	-5.1426	-1.25972	2010
topico23	narrativ	4.4425	-3.2328	-0.16268	2010
topico23	reconstruct	4.5454	-4.9411	-1.1465	2010
topico23	can	4.5466	-5.1941	-1.29782	2010
topico23	what	4.4993	-4.8729	-1.12402	2010
topico23	incomplete	4.5502	-5.4089	-1.42526	2010
topico23	bourdieu	4.5372	-5.4862	-1.47684	2010
topico23	reconstruction	4.4635	-5.1508	-1.30508	2010
topico23	continuity	4.4032	-4.9465	-1.20662	2010
topico23	photography	4.5782	-5.7717	-1.63174	2010
topico23	specific_gender	4.3996	-5.6085	-1.60526	2010
topico23	integrity	4.4349	-5.6532	-1.61796	2010
topico23	interpretation	2.8482	-5.1574	-1.95516	2010
topico23	look	2.3993	-5.1169	-2.11042	2010
topico23	gender	2.1142	-5.1052	-2.21744	2010
topico23	tell	3.2683	-5.4913	-1.98746	2010
topico23	question	1.5388	-5.3888	-2.61776	2010
topico24	crime	4.7543	-3.3238	-0.09256	2010
topico24	south_korea	4.7265	-4.7534	-0.96144	2010
topico24	russia	4.7262	-4.6962	-0.92724	2010
topico24	russian	4.7233	-4.5956	-0.86804	2010
topico24	attribution	4.7225	-4.1156	-0.58036	2010
topico24	csa	4.7017	-5.227	-1.25552	2010
topico24	target	4.6975	-2.7836	0.20884	2010
topico24	punishment	4.6929	-4.6957	-0.94026	2010
topico24	deviance	4.6829	-5.4654	-1.40608	2010
topico24	offense	4.6781	-4.9388	-1.09204	2010
topico24	judgment	4.6768	-3.9195	-0.48098	2010
topico24	date	4.6526	-3.5962	-0.29668	2010
topico24	south_korean	4.6356	-5.9155	-1.69506	2010
topico24	vignette	4.6328	-4.6665	-0.94678	2010
topico24	penal	4.6306	-5.9152	-1.69688	2010
topico24	toughness	4.6294	-5.9553	-1.72142	2010
topico24	observer	4.6256	-4.909	-1.09516	2010
topico24	participant_gender	4.6188	-5.6859	-1.56402	2010
topico24	criminal	4.6155	-4.6688	-0.95508	2010
topico24	target_gender	4.6123	-5.9802	-1.7432	2010
topico24	juvenile	4.6019	-5.0263	-1.17502	2010
topico24	female_target	4.6003	-6.2158	-1.88936	2010
topico24	judge	4.5982	-3.972	-0.54392	2010
topico24	onea	4.5982	-5.649	-1.55012	2010
topico24	criminological	4.5945	-6.0982	-1.82112	2010
topico24	violent_crime	4.5933	-6.1709	-1.86522	2010
topico24	misperception	4.5909	-6.2507	-1.91406	2010
topico24	racial_identity	4.5839	-5.9561	-1.7401	2010
topico24	suspect	4.5811	-5.5631	-1.50542	2010
topico24	criminology	4.5784	-6.0332	-1.78856	2010
topico24	arrest	4.5471	-4.5757	-0.92658	2010
topico24	impression	4.5359	-5.1284	-1.26268	2010
topico24	justification	4.4971	-4.9758	-1.18664	2010
topico24	perceiver	4.5661	-5.926	-1.72916	2010
topico24	harm	4.3505	-4.578	-1.0066	2010
topico24	suppress	4.4914	-5.5137	-1.51166	2010
topico24	commit	4.3186	-4.6864	-1.0844	2010
topico24	deviant	4.4643	-5.4452	-1.4814	2010
topico24	attitudes_woman	4.3953	-5.2342	-1.3824	2010
topico24	rat	3.8286	-4.4539	-1.1409	2010
topico24	interpersonal	3.9756	-4.7649	-1.2687	2010
topico24	scenario	3.6537	-5.0861	-1.59018	2010
topico24	rating	3.2361	-5.0567	-1.73958	2010
topico24	perceive	2.4275	-4.843	-1.9348	2010
topico24	perception	2.1031	-4.8836	-2.08892	2010
topico24	member	2.2624	-5.3215	-2.28794	2010
topico24	individual	1.3859	-5.3077	-2.63026	2010
topico24	examine	1.0887	-5.3027	-2.74614	2010
topico25	color	4.9887	-3.619	-0.17592	2010
topico25	turkey	4.9435	-3.6099	-0.18854	2010
topico25	turkish	4.9407	-4.0876	-0.47628	2010
topico25	wear	4.9122	-4.6345	-0.81582	2010
topico25	vulnerability	4.9072	-3.304	-0.01952	2010
topico25	sudan	4.9004	-5.2696	-1.2016	2010
topico25	islamist	4.9002	-5.4718	-1.323	2010
topico25	blue	4.8916	-5.3591	-1.25882	2010
topico25	essentialism	4.8739	-5.0644	-1.08908	2010
topico25	istanbul	4.8732	-5.5942	-1.40724	2010
topico25	pink	4.8709	-5.3475	-1.26014	2010
topico25	commentary	4.8696	-4.1039	-0.5145	2010
topico25	political_participation	4.867	-4.7417	-0.89822	2010
topico25	participation	4.8646	-2.5826	0.39628	2010
topico25	hook	4.8621	-5.7811	-1.52382	2010
topico25	hunger	4.8587	-5.6038	-1.4188	2010
topico25	iraq	4.8544	-5.6272	-1.43456	2010
topico25	involvement	4.8511	-3.079	0.09304	2010
topico25	gender_typed	4.8417	-5.6895	-1.47702	2010
topico25	childrena	4.8404	-5.0053	-1.06702	2010
topico25	arab_world	4.8382	-5.901	-1.60532	2010
topico25	possible_self	4.8355	-5.8402	-1.56992	2010
topico25	temple	4.8289	-5.8791	-1.5959	2010
topico25	piety	4.8191	-5.9437	-1.63858	2010
topico25	early_childhood	4.8142	-4.7826	-0.94388	2010
topico25	religious_practice	4.8067	-6.0752	-1.72244	2010
topico25	gifted	4.8039	-5.4845	-1.36914	2010
topico25	costume	4.8029	-6.122	-1.75204	2010
topico25	worka	4.7874	-6.0049	-1.68798	2010
topico25	womena_movement	4.7859	-6.1077	-1.75026	2010
topico25	pakistani	4.769	-5.3694	-1.31404	2010
topico25	mastery	4.7099	-4.9586	-1.0912	2010
topico25	cultural_context	4.6989	-4.8377	-1.02306	2010
topico25	morocco	4.7265	-5.285	-1.2804	2010
topico25	significance_gender	4.7253	-5.4621	-1.38714	2010
topico25	sharing	4.6314	-5.3168	-1.33752	2010
topico25	data_indicate	4.763	-5.813	-1.5826	2010
topico25	card	4.65	-5.709	-1.5654	2010
topico25	public_sphere	4.0149	-5.3581	-1.6089	2010
topico25	activity	2.3597	-4.6094	-1.82176	2010
topico25	participate	2.596	-5.0995	-2.0213	2010
topico25	vulnerable	3.4539	-5.3656	-1.8378	2010
topico25	context	1.2644	-5.3119	-2.68138	2010
topico25	group	1.3994	-5.4495	-2.70994	2010
topico25	engagement	2.4437	-5.5344	-2.34316	2010
topico26	music	4.8485	-3.7374	-0.30304	2010
topico26	gang	4.8409	-4.1287	-0.54086	2010
topico26	artist	4.8388	-3.989	-0.45788	2010
topico26	art	4.8379	-3.5174	-0.17528	2010
topico26	musical	4.83	-4.4644	-0.74664	2010
topico26	dance	4.8274	-4.4132	-0.71696	2010
topico26	song	4.8233	-4.4787	-0.7579	2010
topico26	jewish	4.8135	-4.588	-0.8274	2010
topico26	prostitute	4.799	-5.0129	-1.08814	2010
topico26	femme	4.7982	-5.1048	-1.1436	2010
topico26	hip_hop	4.7908	-5.245	-1.23068	2010
topico26	figure	4.785	-3.3829	-0.11574	2010
topico26	performer	4.7839	-4.9417	-1.05146	2010
topico26	cyborg	4.7789	-5.4073	-1.33282	2010
topico26	black_female	4.7624	-5.1895	-1.20874	2010
topico26	gang_member	4.7506	-5.7039	-1.5221	2010
topico26	butch	4.7492	-5.6129	-1.46806	2010
topico26	misogyny	4.7446	-5.4729	-1.3859	2010
topico26	lyric	4.7438	-5.6918	-1.51756	2010
topico26	singer	4.7432	-5.6784	-1.50976	2010
topico26	hair	4.743	-5.4181	-1.35366	2010
topico26	hybridity	4.7417	-5.7785	-1.57042	2010
topico26	tear	4.7307	-5.645	-1.49472	2010
topico26	aesthetic	4.7289	-3.8081	-0.3933	2010
topico26	hiv_infect	4.7128	-5.9547	-1.6877	2010
topico26	rock	4.7114	-5.9339	-1.67578	2010
topico26	jew	4.7054	-5.8904	-1.65208	2010
topico26	hybrid	4.7032	-4.8357	-1.02014	2010
topico26	sing	4.7021	-6.0068	-1.72324	2010
topico26	gang_membership	4.678	-6.2282	-1.86572	2010
topico26	fighting	4.6743	-6.0244	-1.74492	2010
topico26	june	4.6587	-5.4904	-1.43076	2010
topico26	sexualize	4.586	-5.1347	-1.24642	2010
topico26	genre	4.405	-4.0256	-0.65336	2010
topico26	visual	4.4141	-4.1452	-0.72148	2010
topico26	reserve	4.5979	-5.4187	-1.41206	2010
topico26	israeli	4.3839	-4.5741	-0.9909	2010
topico26	tv	4.436	-5.3088	-1.41088	2010
topico26	performance	2.9348	-4.165	-1.32508	2010
topico26	stag	4.4899	-5.4768	-1.49012	2010
topico26	affair	4.2705	-5.4417	-1.55682	2010
topico26	embrace	3.6358	-5.2686	-1.70684	2010
topico26	perform	2.293	-5.3013	-2.26358	2010
topico26	style	2.6099	-5.3339	-2.15638	2010
topico26	compose	3.9629	-5.4664	-1.69468	2010
topico27	adhd	4.7625	-4.4568	-0.76908	2010
topico27	appraisal	4.7277	-4.5966	-0.86688	2010
topico27	meta_analysis	4.7214	-4.9491	-1.0809	2010
topico27	incarceration	4.7193	-5.0586	-1.14744	2010
topico27	incarcerate	4.7108	-5.3488	-1.32496	2010
topico27	profile	4.705	-3.5153	-0.22718	2010
topico27	impulsivity	4.7034	-5.1878	-1.23132	2010
topico27	subgroup	4.698	-4.2472	-0.66912	2010
topico27	sample	4.6919	-4.8422	-1.02856	2010
topico27	sentencing	4.6901	-5.6691	-1.52542	2010
topico27	major_depression	4.6884	-5.5499	-1.45458	2010
topico27	station	4.6872	-5.5523	-1.4565	2010
topico27	psychiatric	4.6862	-4.6658	-0.925	2010
topico27	eating_disorder	4.6829	-4.6087	-0.89206	2010
topico27	eating_behavior	4.6731	-5.7196	-1.56252	2010
topico27	jail	4.6664	-5.8821	-1.6627	2010
topico27	retaliation	4.666	-5.8893	-1.66718	2010
topico27	subtest	4.6655	-5.884	-1.6642	2010
topico27	effect_siz	4.6607	-5.459	-1.41112	2010
topico27	comorbid	4.659	-5.7355	-1.5777	2010
topico27	prison	4.653	-3.803	-0.4206	2010
topico27	subtype	4.6506	-5.3661	-1.35942	2010
topico27	distortion	4.6375	-5.7474	-1.59344	2010
topico27	latent_class	4.6331	-5.7285	-1.58386	2010
topico27	eating_attitude	4.6308	-6.1452	-1.8348	2010
topico27	switzerland	4.6247	-5.2706	-1.31248	2010
topico27	effect_size	4.6245	-6.0265	-1.7661	2010
