term	Category	Freq	Term	Total	loglift	logprob	prob
10406	topico53	67.0455	internalized_homophobia	71.35173	4.182499886	-6.380400181	-2.155240154
4247	topico53	356.57077	alcohol_use	381.5279	4.177100182	-4.709199905	-1.154679871
17975	topico53	9.599269	differences_drink	10.288848	4.175300121	-8.324099541	-3.324339676
29170	topico53	25.167637	gambling_behavior	26.979023	4.175199986	-7.360199928	-2.746039963
6337	topico53	152.32216	suicidal_ideation	164.58313	4.167300224	-5.559800148	-1.668959999
20411	topico53	77.92608	perceived_stress	84.49597	4.163799763	-6.230000019	-2.072480106
10032	topico53	57.975445	internalizing_problem	63.64686	4.151400089	-6.525700092	-2.25486002
5351	topico53	339.97067	alcohol	401.9499	4.077199936	-4.756899834	-1.223259926
13926	topico53	120.533134	gambling	138.8973	4.102900028	-5.793799877	-1.835119915
12298	topico53	64.87152	coping_strategi	72.55799	4.132699966	-6.413300037	-2.194900036
7324	topico53	35.269943	exposure_violence	38.56281	4.155499935	-7.022699833	-2.551419926
12299	topico53	217.53078	coping_strategie	271.8253	4.021900177	-5.203400135	-1.51328001
2710	topico53	223.97412	drug_use	285.90988	4.000599861	-5.174200058	-1.50428009
29722	topico53	66.24758	overweight_obese	76.50354	4.100800037	-6.392399788	-2.195119858
2904	topico53	508.95255	cope	735.92847	3.87590003	-4.35340023	-1.061680126
3638	topico53	341.74347	distress	519.2509	3.826400042	-4.751699924	-1.320459938
6058	topico53	143.77296	mental_illness	195.76392	3.936000109	-5.617499828	-1.796099854
7599	topico53	39.77246	adolescents_report	44.924473	4.122900009	-6.902599812	-2.492399883
1502	topico53	859.4988	adolescent	1885.7894	3.459000111	-3.829400063	-0.914039993
13925	topico53	105.83944	gamble	150.11824	3.895200014	-5.923799992	-1.996199989
11124	topico53	73.23161	life_event	95.132034	3.983099937	-6.292099953	-2.182019997
4490	topico53	278.42734	social_support	555.57166	3.553900003	-4.956600189	-1.552400112
2769	topico53	457.72836	mental_health	1089.5483	3.377500057	-4.459499836	-1.324699879
212	topico53	368.8948	stress	1054.1201	3.1947999	-4.675199986	-1.527200031
7017	topico53	93.55216	physical_health	148.03659	3.78579998	-6.047200203	-2.11400013
3947	topico53	171.97618	wave	452.1734	3.278000116	-5.438399792	-1.951839828
4652	topico53	209.67212	young_adult	655.0443	3.105600119	-5.240200043	-1.901879978
688	topico53	195.15648	friend	680.1939	2.996099949	-5.311999798	-1.988759899
1469	topico53	201.43231	college_student	805.38116	2.858799934	-5.28030014	-2.02466011
547	topico53	166.84412	risk_factor	584.2179	2.991499901	-5.468699932	-2.084619999
1487	topico53	135.99532	stressor	376.8329	3.225500107	-5.673099995	-2.113659954
1220	topico53	264.2519	adult	1784.3446	2.334800005	-5.008900166	-2.071420097
275	topico53	287.3055	association	2213.6057	2.202899933	-4.925199986	-2.073960018
1290	topico53	192.26547	orientation	1014.6627	2.58130002	-5.326900005	-2.163619995
6062	topico53	146.7483	substance_use	564.2841	2.897900105	-5.597000122	-2.199040031
323	topico53	246.50273	behavior	2991.9736	1.748399973	-5.078400135	-2.347680092
951	topico53	271.02563	gender_difference	4911.6753	1.347599983	-4.983500004	-2.451060009
2395	topico53	155.5236	sexual_orientation	775.2509	2.638299942	-5.539000034	-2.268080044
1438	topico53	177.01152	youth	1675.176	1.997300029	-5.409500122	-2.446780062
320	topico53	193.80078	relationship	4488.32	1.102300048	-5.318900108	-2.750420046
107	topico53	190.16887	support	3835.2495	1.24059999	-5.337800026	-2.70644002
11674	topico54	37.464725	compliment	38.040684	4.599100113	-6.592700005	-2.115979958
34720	topico54	27.54593	communitya	28.099247	4.594500065	-6.90019989	-2.302319908
34732	topico54	21.545	directorsa	22.13088	4.587500095	-7.145899773	-2.452539825
34213	topico54	19.684235	adult_film	20.243563	4.586400032	-7.236299992	-2.507219982
26042	topico54	18.05624	custodial	18.619352	4.58370018	-7.322599888	-2.560079861
34042	topico54	18.542635	experience_discrimination	19.147099	4.582300186	-7.296000004	-2.544679928
34661	topico54	16.288574	spacea	16.84189	4.580999851	-7.425600052	-2.622960091
12014	topico54	36.22585	naturala	37.588284	4.577499866	-6.626299858	-2.144779968
8528	topico54	35.120144	revolt	36.784836	4.568099976	-6.657299995	-2.167140007
28758	topico54	15.110321	practices_relation	15.886613	4.56430006	-7.500699997	-2.674699974
31897	topico54	11.595688	political_sphere	12.233524	4.560800076	-7.765500069	-2.834980011
3579	topico54	12.213675	patriarchal_discourse	12.907103	4.55919981	-7.713500023	-2.80442009
30265	topico54	24.638226	residential_care	26.04075	4.559000015	-7.011799812	-2.383479881
13564	topico54	13.613549	practices_man	14.402072	4.558100224	-7.605000019	-2.739759922
22076	topico54	16.789312	clerk	18.058569	4.541500092	-7.395299911	-2.62057991
20635	topico54	19.085262	front_line	20.628067	4.536600113	-7.267199993	-2.545679951
6732	topico54	585.8478	friendship	636.4108	4.531599998	-3.842999935	-0.493159962
34505	topico54	15.433749	gap_female	16.84632	4.526800156	-7.479499817	-2.676979828
28828	topico54	14.238919	desire_change	15.608046	4.522600174	-7.560100079	-2.727019978
23771	topico54	49.35572	jamaican	54.144894	4.521800041	-6.316999912	-1.981479931
9732	topico54	21.989313	uzbekistan	24.27557	4.515500069	-7.125500202	-2.469100094
26247	topico54	18.747305	data_qualitative	20.751602	4.512800217	-7.284999847	-2.565879822
27230	topico54	10.85752	rearticulate	12.072216	4.508299828	-7.831200123	-2.895400143
30638	topico54	14.550075	wrongdoing	16.24465	4.504199982	-7.538499832	-2.721419907
3398	topico54	13.212063	close_friendship	14.759037	4.50369978	-7.635000229	-2.779520226
27668	topico54	12.031465	role_media	13.454434	4.502600193	-7.728600025	-2.836119938
34378	topico54	14.160387	bodies_space	15.870385	4.500400066	-7.565599918	-2.739199924
5036	topico54	23.294174	communist_party	26.137308	4.499199867	-7.067900181	-2.441060162
25354	topico54	19.560122	online_gender	22.562607	4.471600056	-7.242599964	-2.556919956
4443	topico54	17.606573	important_tool	20.311045	4.47149992	-7.347799778	-2.620079899
8281	topico54	270.21365	ritual	312.73566	4.468200207	-4.616899967	-0.982859898
2197	topico54	109.306984	factory	134.58638	4.406300068	-5.521900177	-1.550620079
6648	topico54	59.20166	urban_space	74.14384	4.38929987	-6.135099888	-1.925339985
23349	topico54	20.693073	older_gay	23.989305	4.466599941	-7.186299801	-2.525139904
447	topico54	388.84543	intimacy	600.2491	4.1802001	-4.252900124	-0.879660034
1560	topico54	62.145523	jamaica	82.341606	4.333000183	-6.086599827	-1.918759823
12552	topico54	29.402845	oblige	36.0201	4.411399841	-6.835000038	-2.336440086
16336	topico54	22.461103	professional_network	26.682728	4.442100048	-7.104300022	-2.485739994
6770	topico54	25.599705	spatial_practice	31.773006	4.398300171	-6.973499775	-2.424779797
6474	topico54	27.752834	summit	35.84279	4.35860014	-6.892700195	-2.392180061
8678	topico54	42.72718	inside_outside	63.68292	4.215300083	-6.461299896	-2.190659904
3796	topico54	88.41169	micro	182.04907	3.892100096	-5.734099865	-1.883619881
8305	topico54	90.5359	residential	188.2284	3.882499933	-5.710299969	-1.873180008
688	topico54	224.9316	friend	680.1939	3.507800102	-4.800300121	-1.477060032
8153	topico54	33.147045	identity_work	47.276848	4.259300232	-6.715099812	-2.325339794
9420	topico54	80.97974	homicide	175.60298	3.840399981	-5.821899891	-1.956979942
5281	topico54	65.78304	architecture	140.98936	3.852099895	-6.029699802	-2.076979923
31770	topico54	28.69283	entangled	39.38363	4.297699928	-6.859399796	-2.396559906
857	topico54	388.7375	space	2515.6812	2.746999979	-4.253200054	-1.453120041
3956	topico54	118.94678	intimate	377.36807	3.459800005	-5.437399864	-1.878519917
3028	topico54	170.25868	negotiation	769.2462	3.106300116	-5.078800201	-1.804760075
3618	topico54	206.12006	industry	1105.9584	2.934400082	-4.887599945	-1.758799934
1004	topico54	136.98917	spatial	563.8018	3.199599981	-5.296199799	-1.897879887
15494	topico54	63.080627	communicative	155.2452	3.713799953	-6.071700096	-2.157500076
17941	topico54	45.863525	femicide	93.62464	3.90079999	-6.390399933	-2.273919964
19107	topico54	48.237362	offline	105.51092	3.831700087	-6.340000153	-2.271320057
2543	topico54	66.935844	hide	293.07434	3.137700081	-6.01240015	-2.352360058
1143	topico54	120.60086	worker	1533.2174	2.071700096	-5.423600197	-2.42548008
12029	topico54	61.867264	foreign	283.6338	3.091700077	-6.091100216	-2.417980099
226	topico54	167.38976	context	4036.643	1.431499958	-5.095799923	-2.484879971
419	topico54	92.948395	negotiate	1046.6337	2.193099976	-5.684000015	-2.533160019
1509	topico54	129.02895	family	3219.755	1.397400022	-5.355999947	-2.654639959
2818	topico54	80.15236	growth	777.73096	2.34190011	-5.83220005	-2.562559986
54	topico54	111.496704	value	2819.0903	1.384199977	-5.502099991	-2.747580004
1443	topico54	98.62042	create	2282.247	1.4727	-5.624800205	-2.785800123
570	topico54	90.965195	norm	1791.5762	1.633999944	-5.705599785	-2.769759893
725	topico54	71.44319	relational	707.322	2.321799994	-5.947199821	-2.639599895
2670	topico54	68.64506	domestic	600.9896	2.444700003	-5.987100124	-2.614380074
320	topico54	100.88463	relationship	4488.32	0.819100022	-5.602099895	-3.033619928
1760	topico54	78.16856	traditional	1274.8319	1.822700024	-5.857200146	-2.785240078
131	topico54	92.965324	practice	4376.8564	0.762499988	-5.683899879	-3.105339932
1658	topico54	82.2261	organization	2138.8416	1.355800033	-5.806600094	-2.941640043
1061	topico54	85.431145	process	4368.5234	0.679899991	-5.768400192	-3.189080119
84	topico54	74.69364	individual	3491.4004	0.769699991	-5.902699947	-3.233739972
1007	topico54	72.354385	structure	1955.9617	1.317299962	-5.934500217	-3.033780146
1413	topico54	69.87966	identity	3473.1765	0.708299994	-5.969299793	-3.298259878
34751	topico55	14.9670925	mena_experience	15.520648	4.966499805	-7.121799946	-2.286480045
22481	topico55	40.478046	odor	41.97912	4.966400146	-6.126900196	-1.689580059
34177	topico55	12.627585	cinematographic	13.185154	4.959599972	-7.291800022	-2.391240025
34476	topico55	24.095304	populism	25.17259	4.95909977	-6.645599842	-2.003719997
10976	topico55	40.30739	macedonia	42.1113	4.959000111	-6.131100178	-1.695060062
9087	topico55	15.933632	nonhuman_animal	16.697006	4.955999851	-7.05919981	-2.253119946
10041	topico55	25.779123	suicidal_thought	27.031315	4.95539999	-6.578100204	-1.964700127
16563	topico55	28.422686	airline	29.881927	4.952799797	-6.480500221	-1.907180214
32324	topico55	22.324852	rule_break	23.597322	4.947400093	-6.721899986	-2.054179955
16343	topico55	13.776709	husbandry	14.617745	4.943600178	-7.204699993	-2.345379925
30522	topico55	17.209665	frustrate	18.27391	4.942800045	-6.982200146	-2.212200069
31077	topico55	20.548265	aviation	21.92131	4.938099861	-6.804900169	-2.107700157
14549	topico55	18.997168	mena_gender	20.364288	4.933300018	-6.883399963	-2.156719971
28180	topico55	9.638532	gayle_rubin	10.34815	4.931799889	-7.561900139	-2.564420128
30878	topico55	15.568095	beliefs_male	16.831612	4.924799919	-7.082399845	-2.279519939
25108	topico55	17.471434	sociology_sport	18.919365	4.92320013	-6.967100143	-2.210980034
20407	topico55	14.827002	whoa	16.063253	4.922699928	-7.131199837	-2.309639931
653	topico55	34.66879	dominican_republic	37.568176	4.922500134	-6.281799793	-1.800079823
33209	topico55	14.180446	pola_ticas_pa?blicas	15.413414	4.919400215	-7.175799847	-2.337719822
30056	topico55	17.519709	amor	19.342558	4.903800011	-6.964300156	-2.217060089
33465	topico55	11.881999	new_south_wales_australia	13.195647	4.897999763	-7.352600098	-2.452360153
27329	topico55	14.34796	underprivileged	16.043127	4.89109993	-7.164000034	-2.341960049
31102	topico55	13.139031	military_masculinity	14.738508	4.887899876	-7.252099991	-2.396100044
4807	topico55	37.376205	ecosystem	41.95369	4.887300014	-6.206600189	-1.769040108
34334	topico55	12.888289	lens_social	14.51444	4.883999825	-7.271299839	-2.409179974
14028	topico55	15.869461	swear	17.87955	4.883600235	-7.063199997	-2.284479904
31155	topico55	11.67266	organizational_leader	13.214309	4.878799915	-7.370399952	-2.470720005
28540	topico55	18.292166	mina	20.729553	4.877699852	-6.921199799	-2.201639938
30752	topico55	16.055113	conflito	18.289528	4.872499943	-7.051599979	-2.281960011
25653	topico55	13.667402	alex	15.574982	4.872200012	-7.212600231	-2.378680134
29304	topico55	35.613556	nonhuman	40.839252	4.86590004	-6.254899979	-1.806579971
25974	topico55	26.70831	environmental_justice	30.82438	4.859499931	-6.542699814	-1.981819916
10289	topico55	43.468662	entrance	51.647263	4.83039999	-6.055600166	-1.701200104
25017	topico55	29.894604	maltreat	34.982807	4.845600128	-6.429999828	-1.919759846
9234	topico55	43.067802	discordant	52.683887	4.801300049	-6.064899921	-1.718419933
30844	topico55	17.352177	anti_feminism	19.841997	4.868700027	-6.973899841	-2.236859894
22411	topico55	19.075811	mid_century	22.14321	4.853700161	-6.879199982	-2.186039925
30059	topico55	17.472548	critically_reflect	20.11838	4.861800194	-6.967000008	-2.235479927
1280	topico55	192.9704	literacy	324.24387	4.48390007	-4.565100193	-0.945500088
31717	topico55	34.929604	off_farm	45.149967	4.746200085	-6.274300098	-1.866100025
22036	topico55	40.101788	flight	53.30766	4.718200207	-6.136199951	-1.794439888
16174	topico55	32.95382	recruiter	43.16733	4.732800007	-6.332499981	-1.906379986
7271	topico55	52.29158	agrarian	81.159325	4.563199997	-5.870800018	-1.697200012
21938	topico55	37.76498	par	54.050293	4.644299984	-6.19630003	-1.860060024
18153	topico55	40.714916	binary_gender	59.751335	4.61920023	-6.120999813	-1.824919796
11952	topico55	38.214302	analogy	56.54595	4.611000061	-6.184400082	-1.866240025
4886	topico55	156.28723	comment	443.4261	3.960000038	-4.775899887	-1.281539917
8184	topico55	26.347944	public_education	35.545776	4.703400135	-6.556300163	-2.052420044
19366	topico55	27.460318	architect	38.594757	4.662399769	-6.514900208	-2.043980217
8819	topico55	20.219072	puts_forward	24.143898	4.825399876	-6.821000099	-2.162440109
3817	topico55	30.27633	gender_history	45.653934	4.592100143	-6.417300224	-2.013540077
1796	topico55	163.62317	crisis	714.67834	3.528599977	-4.730100155	-1.426620102
7754	topico55	29.435604	life_work	45.465298	4.568099976	-6.445400238	-2.040000153
11559	topico55	30.451754	mexico_city	52.63322	4.455599785	-6.411499977	-2.064660072
10373	topico55	48.81822	bill	132.27449	4.006000042	-5.939499855	-1.961299896
24084	topico55	33.842495	specie	75.34577	4.202499866	-6.305900097	-2.102540112
205	topico55	142.01057	perspective	2760.729	2.03550005	-4.87169981	-2.108819866
3526	topico55	53.32623	animal	398.63275	2.99119997	-5.851200104	-2.314240074
720	topico55	76.213356	history	1943.1713	1.764299989	-5.494100094	-2.590740061
224	topico55	71.1654	community	3160.958	1.209200025	-5.562600136	-2.853880072
66	topico55	70.97495	consider	4068.1084	0.954200029	-5.565299988	-2.957499981
1389	topico55	63.783733	view	2640.2466	1.279700041	-5.672100067	-2.891380024
245	topico55	57.34496	interest	1613.552	1.665699959	-5.778600216	-2.800880146
1060	topico55	54.58583	policy	2779.0535	1.072700024	-5.827899933	-3.06765995
277	topico55	46.98928	category	1793.9938	1.360499978	-5.977700233	-3.042420149
604	topico55	48.251488	follow	2426.93	1.084900022	-5.951200008	-3.136759996
261	topico55	46.515793	question	2683.1597	0.947899997	-5.98789978	-3.213579869
64	topico55	44.732597	concern	2438.5085	1.004400015	-6.026899815	-3.214379883
199	topico55	44.39828	need	3162.0452	0.736999989	-6.034399986	-3.325839996
14	topico55	42.734943	contribute	2428.2695	0.962899983	-6.072599888	-3.25839994
342	topico55	44.130096	include	4920.135	0.288899988	-6.040500164	-3.508740103
74	topico55	40.678925	different	1963.1503	1.126199961	-6.121900082	-3.222660065
1417	topico55	40.636932	lead	2554.9102	0.861699998	-6.123000145	-3.329120088
498	topico55	38.853268	other	1775.7333	1.180600047	-6.167900085	-3.228500032
10409	topico56	140.40381	lgb	141.2409	5.33190012	-4.548099995	-0.596099949
12939	topico56	119.77375	ethnic_identity	122.20217	5.317699909	-4.707099915	-0.697179985
12778	topico56	49.85365	passionate	51.05984	5.313899994	-5.583600044	-1.224600029
6618	topico56	18.307478	dif_item	18.870583	5.307499886	-6.585400105	-1.828240108
6617	topico56	102.7315	dif	105.959656	5.306900024	-4.860499859	-0.793539906
20702	topico56	19.176537	dream_content	19.798592	5.305900097	-6.539000034	-1.801039982
12662	topico56	29.005285	bodybuilder	29.967081	5.3052001	-6.125199795	-1.553039837
16604	topico56	37.670143	comedian	39.001347	5.303100109	-5.863800049	-1.397039986
28683	topico56	22.07944	heroin_use	22.867392	5.302700043	-6.397999763	-1.717719841
12661	topico56	18.446936	bodybuild	19.149971	5.30039978	-6.577799797	-1.826519966
21755	topico56	35.129967	differential_item_functioning_dif	36.517025	5.299099922	-5.933599949	-1.44052
17095	topico56	37.65588	pennsylvania	39.277405	5.295599937	-5.864200115	-1.400280094
15765	topico56	12.798528	poverty_rat	13.384194	5.29309988	-6.94329977	-2.04873991
28183	topico56	19.088139	codification	20.049532	5.288700104	-6.543600082	-1.810680008
29431	topico56	12.948773	asian_american_woman	13.670729	5.283500195	-6.93170023	-2.04562006
23331	topico56	23.220068	heterosexual_parent	24.732512	5.274700165	-6.347599983	-1.698679924
19335	topico56	104.675224	advisor	111.77421	5.272200108	-4.841800213	-0.796200085
29545	topico56	9.498011	differential_function	10.190796	5.267399788	-7.241600037	-2.238000107
16710	topico56	14.443965	increased_body	15.521706	5.265799999	-6.822400093	-1.987120056
27313	topico56	33.12783	deportation	35.968124	5.25549984	-5.992300034	-1.493180084
34663	topico56	15.84687	scholars_consider	17.222181	5.254600048	-6.729700089	-1.935980034
1246	topico56	29.986134	cmc	32.642853	5.252900124	-6.091899872	-1.553979874
34296	topico56	13.6972885	aims_explor	15.0815735	5.241499901	-6.875500202	-2.028700161
21953	topico56	32.15921	lgb_individual	35.51389	5.238599777	-6.021999836	-1.517759991
21941	topico56	23.931034	heckman	26.685621	5.22879982	-6.317500114	-1.698980141
25539	topico56	10.480756	individuals_perceive	11.782771	5.220699787	-7.143099785	-2.197579956
26533	topico56	9.864599	feminist_methodologie	11.101891	5.219600201	-7.203700066	-2.234379959
2	topico56	9.857987	allusion	11.110397	5.218200207	-7.204400063	-2.235359955
5866	topico56	187.11523	asian_american	212.40768	5.210999966	-4.260900021	-0.472140026
34326	topico56	18.339384	methodological_challenge	20.865953	5.20870018	-6.583600044	-1.866679955
11106	topico56	161.01408	loyalty	187.66245	5.184599876	-4.411200047	-0.572880077
8742	topico56	216.50243	dream	256.45258	5.168499947	-4.115099907	-0.401659966
11014	topico56	21.91841	face_discrimination	24.98746	5.206799984	-6.40530014	-1.760460091
10866	topico56	19.387627	ocean	22.087334	5.207399845	-6.527999878	-1.833839989
6165	topico56	43.32237	lesbian_gay_bisexual_lgb	51.173428	5.171199799	-5.723999977	-1.365920067
27379	topico56	41.08085	neonatal	48.689526	5.167900085	-5.777100086	-1.399100018
4554	topico56	134.94891	fitness	174.39539	5.081399918	-4.587800026	-0.720120049
27601	topico56	36.63888	turner	43.554073	5.164899826	-5.891600132	-1.469000149
4712	topico56	33.535725	incest	39.705063	5.168900013	-5.980100155	-1.520500088
152	topico56	57.166218	honour	73.062836	5.092400074	-5.446700096	-1.231060028
19255	topico56	35.824524	controlling_behavior	43.859722	5.135399818	-5.914000034	-1.494240093
10901	topico56	23.994957	pseudo	27.72917	5.193200111	-6.314799786	-1.711599827
16424	topico56	61.95617	clergy	87.2545	4.995399952	-5.36619997	-1.221560001
10799	topico56	79.44618	queen	120.00787	4.925300121	-5.117599964	-1.10043993
7869	topico56	84.903015	passion	133.72063	4.883600235	-5.051199913	-1.077279854
11191	topico56	40.949688	congressional	58.411865	4.982600212	-5.78030014	-1.475139999
10181	topico56	123.567726	asian	295.68454	4.465300083	-4.675899982	-1.019419956
17943	topico56	57.52854	law_enforcement	100.58226	4.779099941	-5.440400124	-1.352600098
2996	topico56	44.763027	violent_behavior	70.98406	4.876699924	-5.691299915	-1.464099979
8469	topico56	31.469503	educational_background	42.789467	5.030499935	-6.043600082	-1.613960075
24807	topico56	37.804695	cfa	83.720245	4.54279995	-5.860199928	-1.698999977
127	topico56	92.30995	model	3886.7346	1.597599983	-4.96750021	-2.341460133
4254	topico56	52.271706	ethnicity	494.7025	3.090300083	-5.536200047	-2.085599995
10408	topico56	40.875214	lesbian_gay	209.90298	3.701699972	-5.782100201	-1.988580132
804	topico56	44.490696	heterosexual	659.8787	2.641000032	-5.697400093	-2.362040043
84	topico56	44.28237	individual	3491.4004	0.970300019	-5.7020998	-3.033139873
525	topico56	44.31934	examine	4630.6094	0.688799977	-5.701200008	-3.145200014
2395	topico56	39.84958	sexual_orientation	775.2509	2.369699955	-5.807600021	-2.536680031
342	topico56	38.604916	include	4920.135	0.490099996	-5.839300156	-3.307540095
17735	topico57	106.25438	serum	106.92915	4.851699829	-5.306600094	-1.243280125
25863	topico57	61.157448	ace	61.715115	4.848999977	-5.859000206	-1.575800133
6692	topico57	256.93707	retirement	259.28577	4.848999977	-4.423600197	-0.714560127
4416	topico57	39.4694	lipid	40.11593	4.841800213	-6.296899796	-1.841419792
13418	topico57	21.210403	mental_health_concern	21.777563	4.831699848	-6.917900085	-2.218060112
32951	topico57	23.964212	healthcare_provider	24.658194	4.829500198	-6.795899868	-2.145739841
34183	topico57	17.551746	mouse_model	18.114212	4.826499939	-7.107299805	-2.333779907
34154	topico57	17.156261	homeostasis	17.711409	4.826200008	-7.130099773	-2.347579861
31949	topico57	16.11528	fat_mass	16.674377	4.823900223	-7.192599773	-2.385999775
384	topico57	27.495886	ancestry	28.49127	4.822500229	-6.658400059	-2.066039944
34365	topico57	14.774872	exploratory_confirmatory	15.361165	4.819099903	-7.279500008	-2.440060043
32689	topico57	13.2773905	elevated_rat	13.920882	4.81069994	-7.386400223	-2.507560158
22579	topico57	18.71255	dyadic_adjustment	19.961426	4.793399811	-7.043200016	-2.308560085
20566	topico57	66.04056	psychological_well	70.78888	4.788599968	-5.782100201	-1.553820133
24113	topico57	8.799023	major_ethnic	9.474797	4.784100056	-7.797800064	-2.765040016
8302	topico57	89.702705	opioid	96.94036	4.780499935	-5.475900173	-1.37334013
26423	topico57	15.908853	completed_self	17.209837	4.779399872	-7.205500126	-2.411540127
22657	topico57	26.82653	mtfs	29.07898	4.777400017	-6.683000088	-2.098840046
20445	topico57	16.53044	leaver	18.00089	4.772799969	-7.167200089	-2.391200066
34247	topico57	12.693402	convenience_sampling	13.903683	4.767000198	-7.431300163	-2.551980019
603	topico57	22.336527	exhibited_higher	24.665028	4.758900166	-6.86619997	-2.216159916
22959	topico57	11.228787	qualitative_analysis	12.459844	4.754000187	-7.553899765	-2.630739784
15640	topico57	16.14832	gender_disadvantage	18.022793	4.74819994	-7.190599918	-2.415079975
30889	topico57	10.612617	school_home	11.845307	4.74819994	-7.6104002	-2.666960144
10538	topico57	23.61197	attitudes_violence	26.584728	4.739500046	-6.81069994	-2.190619946
11503	topico57	12.331887	review_empirical	13.948569	4.734899998	-7.460199833	-2.582159901
17602	topico57	10.879192	moderated_regression	12.3941765	4.727700233	-7.585599899	-2.660279846
22655	topico57	24.664516	barriers_care	28.100864	4.727600098	-6.767000198	-2.16916008
34366	topico57	10.394148	national_american_life	11.845487	4.727300167	-7.631199837	-2.687799835
29245	topico57	26.6552	offending	30.505537	4.723100185	-6.689400196	-2.124400043
1172	topico57	240.23459	self_concept	285.21472	4.686399937	-4.490799904	-0.819919968
1749	topico57	117.772484	psychological_well_be	138.47537	4.696100235	-5.203700066	-1.243779945
15062	topico57	28.846119	urine	33.877457	4.697299957	-6.6104002	-2.087320137
33932	topico57	49.599277	liver	60.90313	4.652699947	-6.068399906	-1.779959965
33108	topico57	30.504255	nativity	36.410187	4.681099892	-6.554500103	-2.060260105
3602	topico57	77.4248	self_perceiv	99.822174	4.604000092	-5.623099804	-1.532259846
28328	topico57	44.27919	dissimilarity	55.271114	4.636300087	-6.181900024	-1.85461998
22299	topico57	65.88446	sexual_function	86.779945	4.582600117	-5.784500122	-1.637660027
1762	topico57	508.4801	well_be	990.40814	4.191400051	-3.740999937	-0.568039942
24132	topico57	56.72375	kidney	79.45992	4.520999908	-5.93419981	-1.752119923
31900	topico57	33.51462	sct	42.36612	4.623700142	-6.460400105	-2.026760006
12470	topico57	291.86484	pathway	612.9336	4.116099834	-4.29610014	-0.93122015
5840	topico57	166.67082	life_course	329.71396	4.175799847	-4.856400013	-1.243520069
13424	topico57	152.87436	sexual_minority	312.6191	4.142700195	-4.942800045	-1.308599949
11691	topico57	95.94673	enjoyment	181.37036	4.221300125	-5.408599854	-1.556639862
2376	topico57	80.09535	body_weight	143.07365	4.277900219	-5.58920002	-1.642359924
13921	topico57	51.298004	retire	78.36577	4.434299946	-6.034800053	-1.847160053
6908	topico57	61.939884	ethnic_gender	115.848366	4.231900215	-5.846300125	-1.815019989
7606	topico57	68.07126	mexican_american	134.77956	4.175000191	-5.751900196	-1.781140041
6462	topico57	87.51744	sexual_identity	268.8471	3.735699892	-5.500599861	-1.80607996
10091	topico57	42.201363	blood_pressure	74.29822	4.292399883	-6.230000019	-2.021040058
4607	topico57	54.26548	well_being	122.82117	4.041200161	-5.978499889	-1.970619869
10889	topico57	69.34735	college_woman	200.63121	3.795700073	-5.733300209	-1.921700096
2008	topico57	41.44176	family_friend	74.28894	4.274400234	-6.248099804	-2.039099789
878	topico57	153.92302	health	1607.4445	2.512099981	-4.93599987	-1.95675993
1220	topico57	158.95596	adult	1784.3446	2.439899921	-4.903800011	-1.966320038
1419	topico57	108.40995	minority	758.1585	2.913100004	-5.286499977	-2.006659985
2400	topico57	74.40405	weight	570.7881	2.820499897	-5.662899971	-2.269540024
764	topico57	69.053085	disadvantage	535.96497	2.808900118	-5.737500191	-2.318940067
139	topico57	91.04654	age	3074.6453	1.338500023	-5.460999966	-2.74119997
84	topico57	93.010056	individual	3491.4004	1.23269999	-5.439700127	-2.77074008
177	topico57	82.89898	concept	2370.5984	1.504799962	-5.554800034	-2.730960035
885	topico57	81.32917	men_woman	3130.8958	1.207499981	-5.573900223	-2.861340141
274	topico57	70.73103	associate	1942.2155	1.545300007	-5.713500023	-2.809980011
849	topico57	65.88654	race	1006.7666	2.131500006	-5.784500122	-2.618100071
275	topico57	67.29108	association	2213.6057	1.36469996	-5.763400078	-2.912160063
3191	topico57	66.77262	population	1892.6528	1.513599992	-5.771100044	-2.85722003
1410	topico57	66.03114	group	2897.944	1.076400042	-5.782299995	-3.038819981
19430	topico58	98.2075	patent	98.81282	4.713900089	-5.523300171	-1.428420067
33385	topico58	43.19909	mothersa_fathersa	43.777706	4.706699848	-6.344600201	-1.924080181
21678	topico58	44.297985	inventor	45.115986	4.701700211	-6.319499969	-1.911019897
20497	topico58	60.892685	mistrust	62.132645	4.69990015	-6.001299858	-1.720819855
24100	topico58	24.070873	muriel_diman	24.646967	4.696400166	-6.929399967	-2.279079914
31505	topico58	19.7869	reverse_gender	20.512415	4.684000015	-7.125400066	-2.401640034
31200	topico58	17.118425	childcare_provision	17.82274	4.679699898	-7.270299911	-2.490299988
21580	topico58	13.749449	initial_finding	14.345161	4.677599907	-7.48939991	-2.622599983
25768	topico58	22.410166	laplanche	23.465305	4.673999786	-7.000899792	-2.33093996
19667	topico58	12.9354315	theoretical_practical_implication	13.545071	4.673999786	-7.55039978	-2.660639954
29416	topico58	19.637432	unsupportive	20.772291	4.663899899	-7.132999897	-2.414239979
25103	topico58	42.534668	emotion_work	45.167175	4.659999847	-6.360099792	-1.952059937
5070	topico58	19.78188	science_major	21.046751	4.658100128	-7.125699997	-2.412179947
3571	topico58	99.29887	fathersa	107.00476	4.645299911	-5.512300014	-1.449260044
26954	topico58	15.525658	development_professional	16.738312	4.644800186	-7.367899895	-2.562819862
