id	A�o	Revista	Titulo	Resumen	Tipo	Pais
2-s2.0-85041623955	2018	Violence Against Women	Situational Variations in, and Women’s Accounts of, Avoided Acts of Serious Intimate Partner Violence	This study explores how both situations and persons contribute to the probability that a serious incident of intimate partner violence (IPV) can be avoided. Data, on both completed and avoided acts of serious partner violence, were collected from jailed women in Baltimore. Factors that increase the odds of avoiding a serious incident of IPV are a woman’s age, her partner’s initiation of a threat/attack, and being accompanied by a family member. Factors that decrease the odds of avoided serious violence include an indicator of what the dispute was about, her partner’s substance abuse, prior experiences with avoided acts of violence, and lifetime arrests. © 2017, © The Author(s) 2017.	Article	 Canada
2-s2.0-84947592791	2016	International Business Management	The effect of gender egahtananism assertiveness and future orientation on the saudi women in public universities to be an effective leader: The moderating role of government support	A key competency in today's globalized world is to make understanding of cultural nuances, dimensions and practices for today's as well as future organizational leaders. Intense literature has built the sound base regarding cross cultural and intercultural leadership competencies. Current model paper tends to explore the cultural dimension termed that has been used in the Global leadership and organizational behavior effectiveness project. There are still many obstacles face academic women leaders in universities. Among these obstacles is the limited authority of the women leaders, the centralization of decisionmaking. Thus, this research focus on the variable those impactthe leadership effectiveness through gender egalitarianism assertiveness and future orientation by taking government support as a moderating variable among the relationships in the public universities. © Medwell Journals, 2016.	Article	 Malaysia
2-s2.0-84910620094	2014	Linguistics in the Netherlands	Gender agreement in interface contexts in the oral production of heritage speakers of Spanish in the Netherlands	In this paper we present an analysis of Spanish heritage speakers' oral production of gender agreement outside the DP as an innovative source of support for the Interface Hypothesis (Sorace & Filiaci 2006). We demonstrate that, besides commonly known factors such as the gender, animacy and morphology of the antecedent, the interface domain in which gender agreement takes place also seems to play a role in how accurately heritage speakers apply gender agreement. Pronominal reference, located at the external syntax-discourse interface, turns out to be more problematic than adjectival predication, which pertains to the internal morpho-syntax interface. Furthermore, we discuss the possibility that, besides the amount of input heritage speakers receive, the quality of this input may also play a role in their gender agreement accuracy, given that the heritage speakers' error pattern with respect to linguistic factors is very similar to that of first generation immigrants. © Algemene Vereniging voor Taalwetenschap.	Article	 Netherlands
2-s2.0-85049299567	2018	Social Science Research	More religious, less dogmatic: Toward a general framework for gender differences in religion	Gender gaps in religiosity are among the most consistent findings in the social sciences. The literature, however, has typically under-emphasized gender theory, paid insufficient attention to variation across different contexts, and failed to consider styles of religious expression. This study draws on gender theory, brings religion and political attitudes research into dialogue, and explores potential gender differences in religious dogmatism (e.g., religious absolutism, exclusivity, and intolerance). Using U.S. data from the Baylor Religion Survey and cross-national data from the International Social Survey Programme, I demonstrate that women are generally more religious, but less dogmatic. As expected based on gender theory, however, the patterns I uncover are not universal and vary by societal context (i.e., Christian vs. non-Christian nations). I argue that religion appears to be a gendered sphere like any other in which we express our gendered selves, and that gender gaps in religion are the result not of essential differences, but of context-specific gender regimes, religion regimes, and the simultaneous “doing” of both gender and religion. © 2018 Elsevier Inc.	Article	 United States
2-s2.0-84997171388	2017	Public Administration	A GENDER ANALYSIS OF WOMEN IN PUBLIC–PRIVATE–VOLUNTARY SECTOR ‘PARTNERSHIPS’	The nature of work and traditional notions of the public sector have been changing with increasing collaborative governance and delivery of public services among public, private and voluntary sector organizations. In the UK, governments at national and devolved levels of government have adopted collaborative governance for service delivery through various networks and partnerships. This article explores collaborative governance from a gender perspective, specifically the perceptions of women in public–private–voluntary sector partnerships. While previous research in this area has explored aspects of collaborative governance such as power, trust, accountability, decision-making, performance, exchange of information and participation, there is very little research on women within these networks. The article therefore provides a gendered analysis, disaggregating survey data to better understand the dynamics, for women, of collaborative governance and partnerships among public, private and voluntary sector organizations. © 2016 John Wiley & Sons Ltd	Article	 United Kingdom
2-s2.0-85035751807	2018	Economic Inquiry	GENDER PERFORMANCE GAPS: QUASI-EXPERIMENTAL EVIDENCE ON THE ROLE OF GENDER DIFFERENCES IN SLEEP CYCLES	Sleep studies suggest that girls go to sleep earlier, are more active in the morning, and cope with sleep deprivation better than boys. We provide the first causal evidence on how gender differences in sleep cycles can help explain the gender performance gap. We exploit over 240,000 assignment-level grades from a quasi-experiment where students' schedules alternated between morning and afternoon start times each month. Relative to girls, we find that boys' achievement benefits from a later start time. For classes taught at the beginning of the school day, our estimates explain up to 16% of the gender performance gap. (JEL H52, I20, I21). © 2017 Western Economic Association International	Article	 Germany
2-s2.0-84982129830	2017	Sex Roles	Not Feeling Good in STEM: Effects of Stereotype Activation and Anticipated Affect on Women’s Career Aspirations	Despite great efforts to increase women’s participation in science, technology, engineering, and math (STEM), relatively few women choose careers in these fields. We argue that women might expect to feel less good in contexts where unfavorable gender stereotypes are activated in their minds (e.g., by strong underrepresentation) and, consequently, are less likely to aspire to STEM careers. In two pilot studies (Ns = 28/61), we confirmed that undergraduate women expect more negative and less positive affect (i.e., generally (un)pleasant emotions) and a heightened sense of threat in a stereotype-activating, compared to a not stereotype-activating, test scenario. In Study 1 (N = 102), the scenario indirectly lowered college women’s STEM career aspiration (adjusted for preliminary domain identification) due to lower anticipated positive affect, but not to higher negative affect, in the stereotype-activating scenario. The scenario had no detrimental effect on college men’s anticipated affect or their career aspirations. In Study 2, 91 high school students reported anticipated affect and self-efficacy in different university majors and their intentions to choose the subject as a major. The more stereotypically male (in terms of gender distribution) the subject, the more negative and the less positive was young women’s, but not young men’s, anticipated affect. Only lower positive, but not higher negative, affect predicted low study intentions over and above self-efficacy. To increase women’s aspirations, their expected feelings in STEM deserve attention. One approach to foster positive affect might be to create less stereotypical STEM contexts. ï¿½ 2016, Springer Science+Business Media New York.	Article	 Norway
2-s2.0-77956104620	2010	Gender and History	From 'relief' to 'justice and protection': The maintenance of deserted wives, british masculinity and imperial citizenship, 1870-1920	In the early twentieth century, local British poor law guardians' concerns with the maintenance of deserted and neglected families were transformed into imperial, and later transnational, policy promoting justice for abandoned wives and children. Both local court cases concerning maintenance and policy debates at the national and imperial levels reveal the ways in which a breadwinner model of masculinity shaped maintenance policy and practice. Although the maintenance problem was framed differently by local welfare providers and imperial heads of state, concerns about welfare costs and human rights intersected in the figure of the irresponsible male citizen, who challenged the dominant model of British/imperial masculinity by refusing to maintain his wife. © 2010 Blackwell Publishing Ltd.	Article	 United States
2-s2.0-84905700434	2014	Journal of International Women's Studies	Involvement and labor efficiency of rural women in agricultural sector: A study in Darrang district of Assam (India)	Agriculture plays a very important role in the economic development of rural India. It is well known that the contribution of rural women in agricultural sectors is very significant. A study was conducted in the Darrang district of Assam with the objectives to explore the involvement of rural women in decision-making of different agricultural activities and to find out the labor efficiency of rural women in agricultural activities. Purposive sampling technique was used for selection of development blocks and random sampling technique was used for selection of villages in the study. The study revealed that in case of sericulture and handloom sectors, all decisions were taken by the farm women only and this was followed by livestock and poultry (57.33 per cent) and agriculture (40.00 per cent). On the other hand, in case of labor efficiency of rural women, the efficiency was more in small size group than medium and large size groups. © 2014 Journal of International Women's Studies.	Article	 India
2-s2.0-85041331306	2017	Medijske Studije	The presence and depiction of women on the front pages of croatian daily newspapers: In the service of promoting gender stereotypes? [Zastupljenost i način prikazivanja žena na naslovnicama hrvatskih dnevnih novina: U službi promicanja rodnih stereotipa?]	In accordance with its traditional role of creating and cultivating public opinion, one should not neglect the fact that the media also serves as a tool in promoting or eradicating prejudices and stereotypes. In terms of the representation of women (their presence and the way they are portrayed) in the media, this paper presents the results of a study focused on the portrayal of women on the front pages of two of Croatia’s national daily newspapers – Jutarnji list and Večernji list. The results show that men overwhelmingly dominate the fold, both as the subjects of texts and the subjects of photographs. Women, though rarely present, appeared more often than men as subjects in texts related to “lighter topics”, e.g., entertainment. Both newspapers promoted stereotyped depictions of women such as their depiction only through the lens of motherhood, family and home, the division of “feminine” and “masculine” labor, women as the weaker sex, and an emphasis placed solely on their bodies. © 2017, University of Zagreb. All rights reserved.	Article	 Croatia
2-s2.0-37849012953	2008	International Journal of Management and Enterprise Development	Human resources' entrepreneurial attitude orientation by gender and background: A study of Indian Air Force trainees	Primary data gathered through a questionnaire from 435 trainee respondents was analysed to assess the score on four personality descriptors, that is, need for achievement, personal control, self-esteem and innovation around three attitude components, that is, affect, behaviour and cognition. The study explored the impact of gender and family background on the Entrepreneurial Attitude Orientation. (EAO). This study showed that a significant difference exists between male and female trainees on achievement motivation. However, no significant differences were noted between male and female subjects in terms of innovation, personal control and self-esteem. Interestingly, service background trainees scored comparatively higher on achievement, locus of control and self-esteem. Gender and background factors also interacted significantly in determining one's EAO. Copyright © 2008 Inderscience Enterprises Ltd.	Article	 India
2-s2.0-84899029963	2008	Advances in Accounting Education: Teaching and Curriculum Innovations	Revisiting hiring decisions by public accounting: The impact of educational path, age and gender	Changes in the public accounting labor market and accounting student demographics motivate updating our understanding of the student profile most attractive to CPA firm recruiters. In this exploratory study, public accounting assurance recruiters evaluated hypothetical job candidates with varying educational path, age and gender. We investigated whether accounting courses taken in a non-degree or post-baccalaureate certificate programs are valued differently than the same courses taken through a degree program. We also studied the effect of age and gender on recruiter decision-making. Our results indicate a recruiter preference for Master in Accounting and Management Information System degrees, and the post-baccalaureate certificate was not valued any differently from a bachelor's degree. Although gender appeared to have no effect on the recruiting decision, older students appeared to be assessed less favorably on some dimensions than their younger counterparts. These results are important to both accounting program administrators and students for the insights they provide into program design and counseling.Copyright © 2008 by Emerald Group Publishing Limited.	Article	 United States
2-s2.0-84939897633	2014	Contemporary Family Therapy	The Intersection of Spirituality, Religion, Sexual Orientation, and Gender Identity in Family Therapy Training: An Exploration of Students’ Beliefs and Practices	This study explored the relationship between the level of clinical training that family therapy students receive related to spirituality and/or religion and their beliefs about providing therapy to lesbian, gay, bisexual, and transgender (LGBT) clients. The sample consists of 341 students in family therapy programs who completed an online survey assessing the level of training on spirituality and/or religion that students received as well as indicators assessing the level of congruence between students’ spiritual and/or religious beliefs and the practices of LGBT affirmative and reparative therapies. The findings highlight a number of significant associations between the training students receive on spirituality and/or religion and their beliefs about therapy with LGBT clients. © 2014, Springer Science+Business Media New York.	Article	 United States
2-s2.0-85050379545	2018	Group Processes and Intergroup Relations	“We for She”: Mobilising men and women to act in solidarity for gender equality	Gender (in)equality is typically studied as a women’s issue to be addressed via systemic measures (e.g., government policy). As such, research focusing on mobilising men (and women) towards achieving gender equality is rare. In contrast, this paper examines the mobilisation of both men and women towards gender equality as common cause. Experiment 1 shows that men’s collective action intentions increase after reading messages that position men as agents of change towards gender equality, compared to messages that frame this issue as stemming from inadequate government policy. Experiments 2 and 3 demonstrate that messages framing gender equality as an issue for both men and women increase men’s collective action intentions, compared to when gender inequality is framed as primarily concerning women. However, this effect emerges primarily under conditions where the source of message is male (Experiment 3). Practical and theoretical implications for mobilising political solidarity in gender equality contexts are discussed. © The Author(s) 2018.	Article	 Australia
2-s2.0-58149267412	2008	Journal of Creative Behavior	Examining gender with general creativity and preferences for creative persons in college students within the sciences and the arts	The purpose of the research was to investigate gender similarities and differences in general creativity constructs with their preferences for creative persons. Data were collected from 247 participants (87 engineering, 24 psychology students with a psychology major, 51 psychology students with a major other than psychology, 30 English, and 55 music students) from a large Mideastern Big 10 university. All participants completed measures of general creativity (creative personality, creative temperament and cognitive risk tolerance) and a demographic questionnaire with the request to list 10 creative persons and their given field. Results indicated that males and females tended to have similar levels of general creativity, yet the most frequently listed creative eminent persons tended to be male. The most frequently listed creative person selections were in science and art, with the three most frequently selected eminent persons being in the science domains. The most frequent creative person selections, consistently selected by at least 10 participants, were Caucasian males.	Article	 OH 43210
2-s2.0-84898726288	2014	Cyberpsychology, Behavior, and Social Networking	Does the mask govern the mind?: Effects of arbitrary gender representation on quantitative task performance in avatar-represented virtual groups	Virtual environments employing avatars for self-representation - including the opportunity to represent or misrepresent social categories - raise interesting and intriguing questions as to how one's avatar-based social category shapes social identity dynamics, particularly when stereotypes prevalent in the offline world apply to the social categories visually represented by avatars. The present experiment investigated how social category representation via avatars (i.e., graphical representations of people in computer-mediated environments) affects stereotype-relevant task performance. In particular, building on and extending the Proteus effect model, we explored whether and how stereotype lift (i.e., a performance boost caused by the awareness of a domain-specific negative stereotype associated with outgroup members) occurred in virtual group settings in which avatar-based gender representation was arbitrary. Female and male participants (N=120) were randomly assigned either a female avatar or a male avatar through a process masked as a random drawing. They were then placed in a numerical minority status with respect to virtual gender - as the only virtual female (male) in a computer-mediated triad with two opposite-gendered avatars - and performed a mental arithmetic task either competitively or cooperatively. The data revealed that participants who were arbitrarily represented by a male avatar and competed against two ostensible female avatars showed strongest performance compared to others on the arithmetic task. This pattern occurred regardless of participants' actual gender, pointing to a virtual stereotype lift effect. Additional mediation tests showed that task motivation partially mediated the effect. Theoretical and practical implications for social identity dynamics in avatar-based virtual environments are discussed. © Mary Ann Liebert, Inc.	Article	 United States
2-s2.0-85040455542	2018	Human Relations	Coding military command as a promiscuous practice? Unsettling the gender binaries of leadership metaphors	Despite abundant scholarship addressed to gender equity in leadership, much leadership literature remains invested in gender binaries. Metaphors of leadership are especially dependent on gender oppositions, and this article treats the scholarly practice of coding leadership through gendered metaphor as a consequential practice of leadership unto itself. Drawing on queer theory, the article develops a mode of analysis, called ‘promiscuous coding’, conducive to disrupting the gender divisions that currently anchor most leadership metaphors. Promiscuous coding can assist leadership scholars by translating the vague promise of queering leadership into a tangible method distinguished by specific habits. The article formulates this analytical practice out of empirical provocations encountered by the authors: namely, a striking mismatch between their experiences in military fields and the dominant metaphor of leading as military command. Ultimately, the article seeks to move scholarly practices of leadership toward queer performativity, in the hopes of loosening other leadership practices from a binary grip and pointing toward new relational possibilities. © 2017, © The Author(s) 2017.	Article	 Denmark
2-s2.0-85016962733	2017	Sociologicky Casopis	A gender perspective on newsroom culture and working conditions: The case of a regional czech television news desk [Redakční kultura a její pracovní podmínky genderovou optikou: Prípad regionální zpravodajské redakce České televise]	This case study concerns the characteristics of journalistic newsroom culture of a regional news desk of Czech Television, a public-service broadcaster. It seeks to explore the attributes that each of the two news desk editors promote in relation to newsroom culture and whether they are genderspecifi c. The article also discusses whether newsroom culture constructs the same working conditions for male and female journalists. The article draws on theories developed in media and journalism studies and especially the theories and empirical fi ndings of feminist media scholars regarding newsroom culture and the status of male and female journalists in the workplace. It presents an analysis based on qualitative data obtained during four-week participant observation in a regional newsroom of Czech Television, combined with semi-structured individual interviews about the experiences of eight selected male and female staff members working in different positions in the editorial hierarchy. This article presents the very fi rst fi ndings about the gendered characteristics of newsroom culture in the Czech Republic. © Sociologický ústav AV čR, v.v.i., Praha 2017.	Article	 Czech Republic
2-s2.0-85046023964	2018	Journal of Lesbian Studies	“There is no such thing as a straight woman”: Queer female representations in South Asian graphic narratives	This essay provides a brief overview of some recent Indian and Bangladeshi comics and graphic novels, whether print-based or online, which feature queer female characters. The essay contextualizes these texts with respect to the anti-LGBTQ+ legal climate in South Asian countries, but also places them within a larger trajectory of literary representations of queer (female) love in the Indian subcontinent. The texts under examination range from print graphic novels and indie comics anthologies in India to comic strips brought out by queer activists working for LGBTQ+education and advocacy in Bangladesh. Taken together, they offer diverse portrayals of female-centric love and desire that challenge hetero-patriarchal representations of desi women. © 2018, © 2018 Taylor & Francis.	Article	 United States
2-s2.0-70349465098	2009	Gender in Management	Patterns of online networking for women's career development	Purpose: The purpose of this paper is to investigate how women working in science, engineering and technology use online networking, for career and professional development purposes. Design/methodology/approach: A combined qualitative and quantitative approach is taken, using interviews for the first phase of the research and online surveys for the second. The findings are discussed and presented with reference to theories on career development and in the context of recent work on women's networks and online social networking. Findings: The paper defines a typology of online networks and identifies the motives women have for engaging with the different types. The data imply that women are successfully using online networks to find support, advice and collaboration from women working in similar environments. However, the data only identify a few examples where the use of online networks has led to a specific new job opportunity. Research limitations/implications: The findings are limited by the samples used, as they were self-selected. In the first phase of the research, the sample was biased in favour of those using information and communication technologies. In the second phase, women using some form of online network were purposefully targeted in order to understand the motives and benefits associated with these activities. Originality/value: The paper provides new insights into how professional women are networking online. It extends recent work into women's networks and networking strategies and presents a timely exploration into how these are being affected by the growth of online social networking. © Emerald Group Publishing Limited.	Article	 United Kingdom
2-s2.0-33747649744	2006	Physiology and Behavior	Skipping breakfast: Gender effects on resting heart rate measures in preadolescents	The cardiovascular response in children to morning nutrition has received little attention, and associated gender-related effects are virtually uninvestigated. This study evaluated resting heart-rate (HR) and heart-rate variability (HRV) in preadolescents after overnight fasting and again after eating a standardized breakfast or continuing to fast. HR increased slightly after eating and decreased significantly with continued fasting. These effects were present for both sexes. Relative to children who ate, those who continued fasting showed increases in HRV-particularly for inter-beat-interval and low frequency component (LF: 0.04-0.15 Hz) measures. Analyses revealed significant increases across variability measures for fasting children, but a selective LF decrease in those who were fed-an effect most prominent in females. Otherwise, males and females showed similar treatment-related changes in HRV. While within-gender comparisons showed similar results for HR, i.e., faster HR in fed compared with fasting males and females, respectively, fasting females-but not males-showed significantly greater increases in variability relative to their fed counterparts. Together, these findings suggest that extended overnight fasting initiates an increase in parasympathetic activity that attenuates the expected increase in cardiovascular output following a mid-morning meal. Observed gender differences were related to greater parasympathetic activity in males and to the apparent emphasis on parasympathetic regulation of LF variability. The implications of these findings for health concerns, the nature of responses to physiological and cognitive stressors, and how such differences may influence performance variables-particularly early in development when cardiovascular responses to these stressors may be more sensitive to nutritional factors-are discussed. © 2006 Elsevier Inc. All rights reserved.	Article	 United States
2-s2.0-85016440236	2017	Journal of African American Studies	The Black Panther Party: a Virtuous Alignment with an African Worldview	This work will locate the Black Panther Party as resistance against the final vocabulary as articulated by philosopher Richard Rorty (1989) in his book, Contingency, Irony and Solidarity, on two fronts. The first front is a re-articulation of his idea of the final vocabulary, and the second front is the language of resistance and discursive interventions put forth by the Black Panther Party. This paper will explore the actions of the Black Panther Party and its relationship to an African-Centered communal orientation in terms of its organizational activities and service/survival programs. Lastly, this research will explore the theoretical construction Afrocentricity to analyze the Black Panther Party’s resistance role against the machinations of the state. © 2017, Springer Science+Business Media New York.	Article	 United States
2-s2.0-85035079980	2018	Journal of Bisexuality	Inactionable/Unspeakable: Bisexuality in the Workplace	In this article I argue that inclusion of bisexual employees in workplace contexts is hindered by the interaction of two key factors. On the one hand, bisexuality is frequently “invisible” diversity based predominantly around identity, whereas workplaces are action-oriented environments. On the other hand, where bisexuality becomes “actionable” in a workplace context (e.g., in its intersections with polyamory), it is insufficiently conformist or respectable for most employers to be able to account for and be inclusive of it in their institutional structures. The author bases her findings on interviews conducted for an activist book on bisexuality in the United Kingdom as well as autoethnographic reflection of her decade-long employment in the private sector, which included roles in LGBT diversity and inclusion in a multinational corporation. © 2018 Taylor & Francis Group, LLC.	Article	 United Kingdom
2-s2.0-33845297951	2006	American Journal of Drug and Alcohol Abuse	Variations in drinking patterns in the rural south: Joint effects of race, gender, and rural residence	Objectives: To understand the relative contribution of gender, race (African-American vs. Caucasian), and rural residence on variations in drinking patterns, including past year abstinence, at-risk drinking, and recent drinking quantity and frequency for drinkers only. Methods: A brief health survey was administered by telephone to a probability sample of 11,529 residents of six southern states, over-sampling rural inhabitants. Results: Drinking patterns varied by gender, race, and rural residence in bivariate analysis. Gender effects were independent of rural residence, but race effects on abstinence and at-risk drinking were found only in urban residents and race differences in drinking quantity only in rural residents. Multivariate analysis, controlling for age and education, found gender and rural residence to be the strongest predictors, as well as being an African-American female. Conclusions: Female gender, African-American race, and rural residence appear protective for at-risk drinking but rural residence dominates racial differences. Copyright © Informa Healthcare.	Article	 United States
2-s2.0-78649709192	2010	Journal of Economic Behavior and Organization	Gender and the social costs of claiming value: An experimental approach	"This paper employs economic experiments to explore the social costs of claiming value in distributive negotiations. I use a reverse dictator game, a ""Taking"" game, to measure value claiming behavior and an Investment game to measure the social costs of claiming value in terms of trust offered by third parties to Takers. I observe social costs to claiming value and find that male Trustors impose higher social costs than female Trustors. Women reduce how much value they claim in the presence of social costs, but men do not. Takers anticipate this response and claim less when observed by a man. © 2010 Elsevier B.V."	Article	 United States
2-s2.0-33847336377	2007	Gender and Development	Gender violence in schools: Taking the 'girls-as-victims' discourse forward	This paper draws attention to the gendered nature of violence in schools. Recent recognition that schools can be violent places has tended to ignore the fact that many such acts originate in unequal and antagonistic gender relations, which are tolerated and 'normalised' by everyday school structures and processes. After examining some key concepts and definitions, we provide a brief overview of the scope and various manifestations of gender violence in schools, noting that most research to date has focused on girls as victims of gender violence within a heterosexual context and ignores other forms such as homophobic and girl-on-girl violence. We then move on to look at a few interventions designed to address gender violence in schools in the developing world and end by highlighting the need for more research and improved understanding of the problem and how it can be addressed.	Article	 S.
2-s2.0-79954540628	2011	Sexualities	Circuits of power, circuits of pleasure: Sexual scripting in gay men's bottom narratives	This article explores the meanings 18 HIV-negative gay male participants in San Francisco attributed to their positional identity as 'bottoms'. In particular, I analyze two dominant, mutually constitutive sets of sexual scripts participants invoked in their bottom narratives: first, that bottoms are men who desire to produce pleasure for their partners; and second, that bottoms are men who desire to submit sexually to their partners. I argue that these scripted conceptions both give possibility to and constrain the ways in which participants interpret and experience their sexual practices and desires. I conclude by examining how these scripts operate as structurated social phenomena that shape the ways in which participants are able to navigate scenarios in which these scripts conflict directly with 'safer sex' scripts, potentially resulting in what I term 'pleasure/risk dilemmas'. © The Author(s) 2011.	Article	 United States
2-s2.0-84939429586	2015	Journal of Gay and Lesbian Social Services	A Be/Coming-Out Model: Assessing Factors of Resilience and Ambiguity	Sexual orientation, “coming out,” and the impacts of external stressors, resiliency, and losses remains an area not well understood. Being a sexual minority can result in ambiguous losses that potentially complicate established or formative resilience. These types of losses are largely overlooked and little research exists on how these loss(es) impact lesbian, gay, bisexual, transgender, and questioning (LGBTQ) populations (Boss, 2006). This article presents a “Be/Coming-Out” model to better assess and understand three interactive life dimensions: self-perceptions, social relationships, and society structures. The model depicts the ongoing and multilayered interactions, highlighting areas of resiliency and ambiguity, including potential risk factors and barriers to formation of resiliency behaviors. Discussion focuses on be/coming out as a lifelong process and applying the model as a tool in assessing individuals and couples levels of resiliency, as well as potential ambiguous losses related to sexual minority identity. © 2015, Copyright © Taylor & Francis Group, LLC.	Article	 United States
2-s2.0-33847006199	2007	Psychology of Women Quarterly	No quick fixes: Adding content about women to ecology course materials	This study reports on a three-semester model project designed to assess the impact of enriched content related to Women's and Gender Studies on students enrolled in an undergraduate ecology course. The two constructs of interest were (a) students' attitudes toward women in science and society and (b) students' assessment of the classroom climate for women. The data included 398 matched pretest and posttest survey responses from a control group, a minimal enrichment group, and an increased enrichment group. Findings indicated that, although small course revisions did not influence students' attitudes toward women in science and society, such revisions had a positive influence on students' assessments of the classroom climate. Copyright © 2007 Division 35, American Psychological Association.	Article	 United States
2-s2.0-85042925173	2018	Gender, Place and Culture	‘The Tent’s Big Enough for Everyone’: online slash fiction as a site for activism and change	This article draws on a piece of wide-scale mixed-methods research (n = 429) that examines how women who write and read male/male erotica feel their involvement with the genre has affected their views on gender and sexuality and their political engagement with gay rights issues. Previous work has looked at how online slashfic communities might provide a safe space for exploring gender performance and sexuality, while other researchers have observed a tension between those who identify as queer themselves and those who only ‘play at queerness’ exclusively within the online environment. However, much of this work has examined the theoretical positioning of such forums as transgressive and/or political. Far fewer pieces have attempted to engage with the women who frequent such sites to ask them about whether their involvement in these online spaces has affected their attitudes and behaviours. This study looks not only at the ways in which online m/m fandoms can act as a safe space for women to explore their sexualities and gender identities, but whether and how these insights connect to women’s real-world lives. Data presented here shows a strong consensus among participants that involvement with explicit slash communities has had a positive effect on their lives, as well as contributing to beneficial changes in their knowledge, attitudes, and practices with regards to LGBTQ+ issues. Overall, slash is seen as a medium which can create better allies, encourage cross-identification, and bring about positive personal changes. To this extent, I argue that explicit online slash sites can act as heterotopias. © 2018 Informa UK Limited, trading as Taylor & Francis Group.	Article	 United Kingdom
2-s2.0-78549285689	2010	Journal of Social Work Practice	Gender, mothering and relational work	Relationships are fundamental to the work of teachers, nurses and social workers. Women by and large staff these occupations which are also called 'relationship work'. In this article we compare the feminine ideal (often implicitly derived from a maternal ideal) with the ideal held by female relation workers. We suggest that taken for granted ideals of perfectionism in mothering are carried into relation work by the female relation workers themselves and the society at large. As a consequence, female relationship workers have a constrained portrait of themselves, leaving little opportunity and permission to explore the difficult emotional and situational complexities that they experience in their professional practice. Psychoanalytic and feminist perspectives allow challenging of these constraining implicit ideals. We argue the need for an expanded ideal that allows for negative feelings, creativity and uncertainty in professional relationships. © 2010 GAPS.	Article	 Canada
2-s2.0-77954096973	2010	Dreaming	Explaining the Gender Difference in Dream Recall Frequency	A recent meta-analysis showed a substantial and robust gender difference in dream recall frequency of medium effect size, that is, women tend to recall their dreams more often than men. The question arises as to what factors might explain this difference. Two previous studies indicate that interest in dreams plays an important role. The present study found a significant effect of frequency of nocturnal awakenings and interest in dreams on the gender difference in dream recall frequency. In addition, neuroticism and depressive mood were associated with the gender difference on the aspects of a dream recall scale and interest in dreams. Longitudinal studies are necessary to validate the present findings, especially regarding their causality. © 2010 American Psychological Association.	Article	 Germany
2-s2.0-77951253297	2010	Industrial Marketing Management	The influence of position and gender on personal networks in a UK professional service	This paper presents empirical findings regarding the content and process of personal contact or social networks and networking of practitioners in a professional service. The focus of the study is public relations practitioners operating in seven consultancies across the UK, in Manchester, London, Yorkshire and Cheshire. Using qualitative methodologies including in-depth interviews and network mapping, the study reveals practitioners' network size and variety of contacts, and their role in client acquisition and retention. In particular, the study suggests that position and gender are two key influences on practitioners' personal networks. The study appears to identify that managers may have the smallest networks compared to their colleagues and especially lack weak tie contacts in the form of friends, and that female practitioners may have larger and more varied personal contact networks than men. The study thus offers an insight into personal network membership for public relations practitioners, hitherto unexplored, plus a deeper understanding of interactional dimensions of social networks and the gendered nature of networking in the UK public relations sector. © 2010 Elsevier Inc.	Article	 United Kingdom
2-s2.0-85015197340	2018	Feminist Media Studies	Of Internet born: idolatry, the Slender Man meme, and the feminization of digital spaces	This paper examines 96 US and British Commonwealth articles on the 2014 Wisconsin Slender Man stabbing. Using critical textual analysis, this study examined how media took a horror-themed meme from the underbelly of the Internet and curated a moral panic, once the meme was thrust into the international limelight. Because memes are a particular intersection of images and technology, media made sense of this meme-inspired attack in three ways: (1) through an idolatrous tone that played on long-standing Western anxieties over images; (2) by hyper-sensationalizing women’s so-called frivolous uses of technology; and (3) by removing blame from the assailants and, in turn, finding the Internet and the Slender Man meme guilty in the court of public opinion. Through this tripartite rhetoric, this study suggests that when media set out to curate a moral panic surrounding images and technology, together, the discourse that emerges is one that feminizes the Internet, turning it into technology-as-mother and image-as-child. This study also suggests this is the case because when women receive macro-level structure equality, micro-level inequities and attempts of control against them increase. Digital and image rhetoric are not exceptions. © 2017 Informa UK Limited, trading as Taylor & Francis Group.	Article	 United States
2-s2.0-85049566955	2018	Gender and Development	Social media as a gateway for young feminists: lessons from the #IWillGoOut campaign in India	Over New Year’s Eve in 2016, a slew of sexual assault cases against women came to light in India’s tech hub of Bengaluru. Four years prior, against the backdrop of a violent rape in the nation’s capital of Delhi, prominent feminists and activists took to the streets as part of mass public protests calling for legal protections for women in India. The response to the New Year’s Eve allegations, however, differed in two ways. The first was the conspicuous role social media played for the first time in the feminist movement in India. The second was the leadership provided by young feminists in the country. A coalition of various feminist organisations and individuals banded together to form a collective under the hashtag #IWillGoOut. This article discusses feminist activism over a period of two weeks at the start of 2017, when the #IWillGoOut collective rapidly mobilised widespread public support calling for the safety of women and minorities in public spaces in India. The campaign organised and led marches and events in over 30 towns and cities of India with no formal fundraising effort. I draw on my personal experience of organising the campaign to share insights into its success in transforming online support to offline action using social media. This experience provides a useful example that can be used in other social justice movements in the Indian subcontinent. © 2018, © 2018 Oxfam GB.	Article	 India
