Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Billore S.","Female immigrant entrepreneurship: Exploring international entrepreneurship through the status of Indian women entrepreneurs in Japan",2011,"International Journal of Gender and Entrepreneurship","3","1",,"38","55",,3,10.1108/17566261111114971,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986133646&doi=10.1108%2f17566261111114971&partnerID=40&md5=a8780cf585c1de2f4210a6a8556e9ca6","Graduate School of Media and Governance, Keio University, Tokyo, Japan","Billore, S., Graduate School of Media and Governance, Keio University, Tokyo, Japan","Purpose – The purpose of the paper is to explore how entrepreneurial opportunities are used by the rapidly increasing immigrant Indian female population in Japan. Given that a majority of Indian women are housewives and grew up in conservative family backgrounds, this analysis seeks to provide an insight into the situations that aided them and the challenges they faced in their entrepreneurial business ventures far from home. Design/methodology/approach – The paper takes the form of a case study analysis through a semi-structured questionnaire designed on the concept of “Life cycle of minority owned businesses” to track enterprise activity from beginning to end. Findings – The analyses show that although respondents began their stay in Japan as housewives, they shed their image with time, used their talents and diversified into a different role without sacrificing family duties, while also creating employment opportunities for both natives and immigrants. Major hindrances faced due to socio/cultural influences, lack of government initiatives and support facilities were identified. Research limitations/implications – The research analysis has been done on three case studies only as most available respondents were in the birth phase of their enterprises. More research is required on issues like capital availability, native employee and ethnic owner relationships, legal challenges and institutional support. Practical implications – The paper draws attention to problem areas where changes in governance structure and social acceptance can create a more viable environment for immigrant entrepreneurs in Japan. Originality/value – To the best of the author's knowledge, this study is the first of its kind that explores and evaluates the status of Indian female immigrant entrepreneurs in Japan. As Indian immigrants in entrepreneurial activities in Japan are increasing every year, the paper can contribute in restructuring opportunity creation and facilitate maximum advantage. © 2011, Emerald Group Publishing Limited","Entrepreneurs; Immigrants; Innovation; Japan; Risk management; Women",,"Billore, S.; Graduate School of Media and Governance, Keio University, Tokyo, Japan",,,17566266,,,,"English","Int. J. Gender Entrepreneurship",Article,,Scopus,2-s2.0-84986133646
"Yeganeh H., May D.","Cultural values and gender gap: A cross-national analysis",2011,"Gender in Management: An International Journal","26","2",,"106","121",,16,10.1108/17542411111116536,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952350133&doi=10.1108%2f17542411111116536&partnerID=40&md5=d1ac2510c501c3fd7845691f4aed01d8","College of Business, Winona State University, Winona, Minnesota, United States","Yeganeh, H., College of Business, Winona State University, Winona, Minnesota, United States; May, D., College of Business, Winona State University, Winona, Minnesota, United States","Purpose – The purpose of this paper is to empirically investigate the effects of cultural values on gender gap. Design/methodology/approach – First, by relying on the extant literature, the concepts of cultural values and gender gap are framed and variables are defined. Then, the relationships among variables are hypothesized and the theoretical model is constructed. Finally, empirical tests are conducted, the results are analyzed, and theoretical/practical implications are discussed. Findings – The results show that controlling for the effects of socio-economic variables, culture still has important implications for gender gap. More specifically, it is found that conservatism value dimension is associated with higher levels of gender gap, but autonomy cultural dimension may lead to gender equality. Research limitations/implications – This study is limited to three pairs of cultural values as proposed by Schwartz. Another major limitation of this study resides in the theoretical model and linear data analysis techniques used to investigate the relationship between culture and gender gap. Practical implications – The findings of this study could have important practical implications in many areas of social sciences such as political science, management and organizational studies, education, international law, and human resource management. Social implications – By considering the implications of cultural values, policy makers and business leaders may adopt effective strategies to promote gender equalities at the societal and organizational levels. Originality/value – While many studies have focused on some narrow aspects such as gender-based differences in labour, employment, remuneration, political representation, education, and leadership, in this study, the authors relied on a comprehensive conceptualization of the gender gap. Considering the reliability of data and the variety of countries/cultures included, the results seem very significant. © 2011, Emerald Group Publishing Limited","Cross-cultural studies; Equal opportunities; Gender; Social values",,,,,17542413,,,,"English","Gender Manage.",Article,,Scopus,2-s2.0-79952350133
"Prügl E.","Diversity management and gender mainstreaming as technologies of government",2011,"Politics and Gender","7","1",,"71","89",,33,10.1017/S1743923X10000565,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82455249632&doi=10.1017%2fS1743923X10000565&partnerID=40&md5=d4fbdcc4dd9e3e41f27b434a45dd63b9","International Relations at Graduate Institute of International and Development Studies, Geneva, Switzerland","Prügl, E., International Relations at Graduate Institute of International and Development Studies, Geneva, Switzerland","Diversity management and gender mainstreaming can be considered technologies of government in the Foucaultian sense; that is, they are technologies that guide people to conduct themselves in a particular manner; their purpose is the ""conduct of conduct."" This article illustrates the value of applying a Foucaultian ""analytics of government"" to generate insights on the effects of inserting feminist knowledge into institutional contexts through the practices of gender mainstreaming and diversity management. I first reinterpret these strategies as technologies of government that meet the characteristics identified in the literature on governmentality. Second, I explore the liberal rationality of the contemporary apparatus of gender by juxtaposing it to the disciplinary rationality underlying efforts to govern women at the turn of the nineteenth century. Third, I tease out similarities and differences in the way in which diversity management and gender mainstreaming operate, emphasizing, in particular, the way in which they make difference productive and outlining how one deploys a neoliberal logic and the other a bureaucratic logic. Ultimately, I argue that governance feminism should be interpreted as the governmentalization of feminist knowledge; that is, feminist knowledge has been adapted so that it becomes available for the government of conduct. © The Women and Politics Research Section of the American Political Science Association 2011.",,,"Prügl, E.; International Relations at Graduate Institute of International and Development Studies, Geneva, Switzerland; email: elisabeth.pruegl@graduateinstitute.ch",,,1743923X,,,,"English","Polit. Gender",Article,,Scopus,2-s2.0-82455249632
"Bolzendahl C.","Beyond the big picture: Gender influences on disaggregated and domain-specific measures of social spending, 1980-1999",2011,"Politics and Gender","7","1",,"35","70",,15,10.1017/S1743923X10000553,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82455252253&doi=10.1017%2fS1743923X10000553&partnerID=40&md5=c075ccd1147e71b846f838f94d16bea4","Sociology at University of California, Irvine, CA 92697, United States","Bolzendahl, C., Sociology at University of California, Irvine, CA 92697, United States","Three issues are central to, but underdeveloped in, theoretical debates about the welfare state. First, the array of welfare services is of equal, or greater, importance than welfare transfers; second, spending varies across substantively different domains; and third, the welfare state is profoundly shaped by gender. While a comprehensive body of research has provided many claims and critiques on these points, their potential for empirical examination has not been fully realized. This article addresses these points by analyzing development according to substantively disaggregated measures of welfare spending, as well as theorizing and testing explicit gender-relevant influences alongside established indicators. Results from cross-sectional and fixed-effect models indicate that established factors are particularly relevant for transfer spending, and much less so for services. Notably, gender measures emerge as strong determinants of services spending generally, but the specific impact of gender varies according to both the substantive spending domain and the aspect of gender being measured. The findings, overall, show strong support for the broader inclusion of gender, and the utility of moving beyond programmatic generalist approaches. © The Women and Politics Research Section of the American Political Science Association 2011.",,,"Bolzendahl, C.; Sociology at University of California, Irvine, CA 92697, United States; email: cbolzend@uci.edu",,,1743923X,,,,"English","Polit. Gender",Article,,Scopus,2-s2.0-82455252253
"Jones R.K., Biddlecom A.E.","The more things change...: The relative importance of the internet as a source of contraceptive information for teens",2011,"Sexuality Research and Social Policy","8","1",,"27","37",,16,10.1007/s13178-011-0039-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954624509&doi=10.1007%2fs13178-011-0039-0&partnerID=40&md5=35b7833fdf55f659d447406770694fd4","Guttmacher Institute, 125 Maiden Lane, New York City, NY 10038, United States; United Nations Population Division, United Nations, 2 UN Plaza, New York, NY 10017, United States","Jones, R.K., Guttmacher Institute, 125 Maiden Lane, New York City, NY 10038, United States; Biddlecom, A.E., United Nations Population Division, United Nations, 2 UN Plaza, New York, NY 10017, United States","Most teens have regular access to the internet, and there is some expectation that the internet is helping to fill the sexual health information gap. We conducted in-depth interviews with a racially and ethnically diverse sample of 58 high school students to find out where they obtained information about contraception. A substantial minority had been exposed to online contraceptive information, but most did not consider it a main source. A majority had been exposed to this information from school, family, friends, and traditional media. Most teens were wary, or even distrustful, of online sexual health information, whereas school, family and, to a lesser extent, friends, were generally trusted. Our findings suggest that the internet is not filling the sexual health information gap for a number of teens, but we identify strategies that could increase teens awareness of, and trust in, information from this source. © 2011 Springer Science + Business Media, LLC.","Adolescents; Birth control; Sexuality education; United States; World Wide Web",,"Jones, R. K.; Guttmacher Institute, 125 Maiden Lane, New York City, NY 10038, United States; email: rjones@guttmacher.org",,,18689884,,,,"English","Sex. Res. Soc. Policy",Article,,Scopus,2-s2.0-79954624509
"Pascoe C.J.","Resource and risk: Youth sexuality and new media use",2011,"Sexuality Research and Social Policy","8","1",,"5","17",,44,10.1007/s13178-011-0042-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954626109&doi=10.1007%2fs13178-011-0042-5&partnerID=40&md5=683d0ffdd51a683a190ca34537b840a9","Department of Sociology, Colorado College, 14 East Cache la Poudre, Colorado Springs, CO 80907, United States","Pascoe, C.J., Department of Sociology, Colorado College, 14 East Cache la Poudre, Colorado Springs, CO 80907, United States","Some contemporary moral panics orbit around youth sexuality and new media use. This article addresses those moral panics by investigating teenagers' practices regarding new media and sexuality. New media technologies are central parts of young people's social, romantic, and sexual lives. These communication technologies are important in their practices of meeting, dating, and breaking up. New media technologies also provide important resources about sexual health and identities. However, these informational and relational resources are not equally available to all young people. Indeed use and access to new media technologies often mirrors the contemporary ordering of economic, racialized, and gendered power. Additionally, while youth are aware of online safety practices, some youth are more vulnerable to online risks than others. © 2011 Springer Science + Business Media, LLC.","Adolescence; Gender; New media; Sexuality; Technology; Youth",,"Pascoe, C. J.; Department of Sociology, Colorado College, 14 East Cache la Poudre, Colorado Springs, CO 80907, United States; email: c.j.pascoe@coloradocollege.edu",,,18689884,,,,"English","Sex. Res. Soc. Policy",Article,,Scopus,2-s2.0-79954626109
"Gilliam M., Brindis C.","Virtual Sex Ed: Youth, race, sex, and new media",2011,"Sexuality Research and Social Policy","8","1",,"1","4",,2,10.1007/s13178-011-0036-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951567389&doi=10.1007%2fs13178-011-0036-3&partnerID=40&md5=33d4fe7e39db5d36dffc8f6d7466916e","Department of Obstetrics and Gynecology, University of Chicago, MC2050, 5841 S. Maryland Ave, Chicago, IL 60637, United States; Bixby Center for Global Reproductive Health, Philip R. Lee Institute for Health Policy Studies, University of California, 3333 California Street, San Francisco, CA, United States","Gilliam, M., Department of Obstetrics and Gynecology, University of Chicago, MC2050, 5841 S. Maryland Ave, Chicago, IL 60637, United States; Brindis, C., Bixby Center for Global Reproductive Health, Philip R. Lee Institute for Health Policy Studies, University of California, 3333 California Street, San Francisco, CA, United States","This article is an introduction to the special issue of Sexuality Research and Social Policy, in which we give an overview and highlight the important themes covered by the featured articles. Each paper is based on a presentation given at an interdisciplinary conference, Virtual Sex Ed: Youth, Race, Sex, and New Media, hosted by the Section of Family Planning and Contraceptive Research within the Department of Obstetrics and Gynecology, and the Center for the Study of Race, Politics and Culture at the University of Chicago on June 4, 2009. Given both the reach and the newness of the field, research and analyses will be key to a greater understanding of how to best incorporate technology in our efforts to improve the health and well-being of adolescents. © 2011 Springer Science + Business Media, LLC.","Adolescent; Communication; Digital media; Sex education; Social networking; Technology",,"Gilliam, M.; Department of Obstetrics and Gynecology, University of Chicago, MC2050, 5841 S. Maryland Ave, Chicago, IL 60637, United States; email: mgilliam@babies.bsd.uchicago.edu",,,18689884,,,,"English","Sex. Res. Soc. Policy",Article,,Scopus,2-s2.0-79951567389
"Sandlos K.","The enigmatic messages of sexuality education: Julie Gustafson's desire",2011,"Sexuality Research and Social Policy","8","1",,"58","66",,4,10.1007/s13178-011-0041-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954629701&doi=10.1007%2fs13178-011-0041-6&partnerID=40&md5=996ae4f627c4ef51871befa1c5314736","Art Education Department, School of the Art Institute of Chicago (SAIC), 37 S. Wabash Ave., Chicago, IL 60603, United States","Sandlos, K., Art Education Department, School of the Art Institute of Chicago (SAIC), 37 S. Wabash Ave., Chicago, IL 60603, United States","This paper draws upon the psychoanalytic concepts of enigma and aesthetic conflict to frame an inquiry into the emotional situation of sex education conversations between adults and youth. What would it mean to see the developmental conflicts of sexuality and desire as opening the possibility of sex education? How does the uncertainty of adult knowledge become a resource to the adolescent? Through a close reading of a documentary film about adolescent female sexuality and desire, the paper considers the ambiguous ways in which knowledge of sexuality is conveyed by adults and received by youth. It argues that attention to the aesthetic structures of film can make room for understanding how youth engage an education in sexuality and return this education to the adults in their world. © 2011 Springer Science + Business Media, LLC.","Abortion; Adolescents; Film; Sexuality education; Teen pregnancy; Youth development",,"Sandlos, K.; Art Education Department, School of the Art Institute of Chicago (SAIC), 37 S. Wabash Ave., Chicago, IL 60603, United States; email: ksandl@saic.edu",,,18689884,,,,"English","Sex. Res. Soc. Policy",Article,,Scopus,2-s2.0-79954629701
"Gilliam M., Allison S., Boyar R., Bull S., Guse K., Santelli J.","New media and research: Considering next steps",2011,"Sexuality Research and Social Policy","8","1",,"67","72",,7,10.1007/s13178-011-0035-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954602210&doi=10.1007%2fs13178-011-0035-4&partnerID=40&md5=e12d680fa813404ab4de3da3fe155deb","Department of Obstetrics and Gynecology, University of Chicago, MC2050, 5841 S. Maryland Ave., Chicago, IL 60637, United States; Infant, Child and Adolescent Research Programs, NIMH, NIH, Bethesda, MA, United States; Thinktank Research and Strategy, Berkeley, CA, United States; Department of Community and Behavioral Health, Colorado School of Public Health, University of Colorado at Denver, Aurora, CO, United States; Section of Family Planning and Contraceptive Research, Department of Obstetrics and Gynecology, University of Chicago, Chicago, IL, United States; Department of Population and Family Health, Mailman School of Public Health, Columbia University, New York, NY, United States","Gilliam, M., Department of Obstetrics and Gynecology, University of Chicago, MC2050, 5841 S. Maryland Ave., Chicago, IL 60637, United States; Allison, S., Infant, Child and Adolescent Research Programs, NIMH, NIH, Bethesda, MA, United States; Boyar, R., Thinktank Research and Strategy, Berkeley, CA, United States; Bull, S., Department of Community and Behavioral Health, Colorado School of Public Health, University of Colorado at Denver, Aurora, CO, United States; Guse, K., Section of Family Planning and Contraceptive Research, Department of Obstetrics and Gynecology, University of Chicago, Chicago, IL, United States; Santelli, J., Department of Population and Family Health, Mailman School of Public Health, Columbia University, New York, NY, United States","This is an edited transcript of a roundtable discussion that was held on January 3, 2011. Six experts in the fields of new media and sexuality education discussed the most recent developments in the field, the opportunities presented by new technologies, measurement and evaluation strategies, and the theories that can be used to shape research in the field. © 2011 Springer Science + Business Media, LLC.","Adolescent; Behavior change theory; Digital media; Evaluation and measurement; Sex education; Technology",,"Gilliam, M.; Department of Obstetrics and Gynecology, University of Chicago, MC2050, 5841 S. Maryland Ave., Chicago, IL 60637, United States; email: mgilliam@babies.bsd.uchicago.edu",,,18689884,,,,"English","Sex. Res. Soc. Policy",Article,,Scopus,2-s2.0-79954602210
"Howard M.N., Davis J.A., Mitchell M.E.","Improving low-income teen health behaviors with internet-linked clinic interventions",2011,"Sexuality Research and Social Policy","8","1",,"50","57",,8,10.1007/s13178-011-0037-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954599738&doi=10.1007%2fs13178-011-0037-2&partnerID=40&md5=06c581f4be2d29d86410a91167a19c31","Prevention Research Center, Morehouse School of Medicine, Atlanta, GA 30310, United States; Department of Gynecology and Obstetrics, Jane Fonda Center, Emory University School of Medicine, 1256 Briarcliff Road, Atlanta, GA 30306, United States; Teen Services Program, Grady Health System, Atlanta, GA, United States","Howard, M.N., Prevention Research Center, Morehouse School of Medicine, Atlanta, GA 30310, United States, Department of Gynecology and Obstetrics, Jane Fonda Center, Emory University School of Medicine, 1256 Briarcliff Road, Atlanta, GA 30306, United States; Davis, J.A., Department of Gynecology and Obstetrics, Jane Fonda Center, Emory University School of Medicine, 1256 Briarcliff Road, Atlanta, GA 30306, United States; Mitchell, M.E., Teen Services Program, Grady Health System, Atlanta, GA, United States","An exploratory study was conducted to determine if: (1) web-linked computer interventions can help low-income minority teens maintain or increase condom use; (2) directed use of computers for health purposes during clinic waiting room time is more helpful than is self-generated computer use. Teen clinics were randomly assigned to treatment and comparison conditions. Teens attending treatment clinics were directed to view one of two very brief condom-promoting PowerPoint presentations linked to teen-friendly health websites. Teens attending comparison clinics were allowed to use the computers for whatever purposes they chose. Treatment teens returning for follow-up appointments 3-6 months later knew more of the relevant information and were more likely to have ""always"" used condoms than comparison teens who did not have directed guidance in using the computers. This study suggests that to achieve meaningful outcome-based health education using computers and the Internet in clinics serving low-income minority youth, directed learning is likely to be more efficacious than unguided exploration or general use. Indeed, directed learning using technology may help reduce some of the health disparities experienced by low-income minority youth by increasing protective behaviors. Further research on this approach is merited. © 2011 Springer Science + Business Media, LLC.","Adolescent; Computer-based learning; Family planning; Health education; Internet; Sexually transmitted infections",,"Howard, M. N.; Department of Gynecology and Obstetrics, Jane Fonda Center, Emory University School of Medicine, 1256 Briarcliff Road, Atlanta, GA 30306, United States; email: mhowa02@emory.edu",,,18689884,,,,"English","Sex. Res. Soc. Policy",Article,,Scopus,2-s2.0-79954599738
"Ralph L.J., Berglas N.F., Schwartz S.L., Brindis C.D.","Finding teens in TheirSpace: Using social networking sites to connect youth to sexual health services",2011,"Sexuality Research and Social Policy","8","1",,"38","49",,44,10.1007/s13178-011-0043-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954618634&doi=10.1007%2fs13178-011-0043-4&partnerID=40&md5=c88f6aa01ee567bfb2472f6eca726d42","Philip R. Lee Institute for Health Policy Studies, Bixby Center for Global Reproductive Health, University of California, San Francisco, 3333 California Street, San Francisco, CA 94143-0936, United States; National Adolescent Health Information and Innovation Center, University of California, San Francisco, 3333 California Street, San Francisco, CA 94143-0503, United States","Ralph, L.J., Philip R. Lee Institute for Health Policy Studies, Bixby Center for Global Reproductive Health, University of California, San Francisco, 3333 California Street, San Francisco, CA 94143-0936, United States; Berglas, N.F., Philip R. Lee Institute for Health Policy Studies, Bixby Center for Global Reproductive Health, University of California, San Francisco, 3333 California Street, San Francisco, CA 94143-0936, United States; Schwartz, S.L., Philip R. Lee Institute for Health Policy Studies, Bixby Center for Global Reproductive Health, University of California, San Francisco, 3333 California Street, San Francisco, CA 94143-0936, United States; Brindis, C.D., Philip R. Lee Institute for Health Policy Studies, Bixby Center for Global Reproductive Health, University of California, San Francisco, 3333 California Street, San Francisco, CA 94143-0936, United States, National Adolescent Health Information and Innovation Center, University of California, San Francisco, 3333 California Street, San Francisco, CA 94143-0503, United States","The increasing popularity and widespread use of the Internet has made it an emerging venue for delivering health-related messages and interventions. The current study explored the potential for using social networking sites (SNS), specifically MySpace, to connect youth to sexual health services. Surveys and focus groups with youth aged 14-19 living in low-income communities in California revealed high levels of overall Internet access, frequent use of SNS, and experience in searching for health information online. However, disparities in frequency and location of Internet access by race/ethnicity, and hesitancy among some youth to join a clinic's online social network, may affect the success of this new strategy in some populations. Interviews with clinic staff highlighted the successes and challenges of using MySpace as part of their outreach efforts. Staff described balancing the benefits of web-based outreach, including its low cost, wide reach, and teen friendliness, with its challenges, including overcoming technological barriers, ensuring teens' safety from inappropriate contact, and remaining timely and relevant given the dynamic nature of the Internet. This study indicates that SNS and other technologies have strong potential for reaching diverse youth with critical health information when implemented as part of a comprehensive outreach strategy. © 2011 Springer Science + Business Media, LLC.","Adolescents; Evaluation; Internet; Outreach; Reproductive health; Teen pregnancy prevention",,"Ralph, L. J.; Philip R. Lee Institute for Health Policy Studies, Bixby Center for Global Reproductive Health, University of California, San Francisco, 3333 California Street, San Francisco, CA 94143-0936, United States; email: Lauren.Ralph@ucsf.edu",,,18689884,,,,"English","Sex. Res. Soc. Policy",Article,,Scopus,2-s2.0-79954618634
"Levine D.","Using technology, new media, and mobile for sexual and reproductive health",2011,"Sexuality Research and Social Policy","8","1",,"18","26",,35,10.1007/s13178-011-0040-7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954626139&doi=10.1007%2fs13178-011-0040-7&partnerID=40&md5=0a1d6e7478b60a2ec096bf9ee450fd25","ISIS, Inc., 409 13th St., Oakland, CA 94612-2607, United States","Levine, D., ISIS, Inc., 409 13th St., Oakland, CA 94612-2607, United States","In the USA, Internet and mobile technologies have become integrated into our lives. An entire generation has grown up with new channels for gathering and sharing information and connecting with friends and like-minded people. This article will describe some of the technologies that are popular with youth today, together with case examples demonstrating how technology is being used for sexual and reproductive health. It concludes with advice for professionals in the field to stay abreast of new media and online and mobile technology while maintaining integrity, accuracy, and authenticity of voice to communicate effectively with youth around maintaining lifelong sexual health. © 2011 Springer Science + Business Media, LLC.","Adolescents; Internet; Mobile technology; Reproductive health; Social networks",,"Levine, D.; ISIS, Inc., 409 13th St., Oakland, CA 94612-2607, United States; email: deb@isis-inc.org",,,18689884,,,,"English","Sex. Res. Soc. Policy",Article,,Scopus,2-s2.0-79954626139
"Gutiérrez R.A.","Afterword: Virtual sex ed",2011,"Sexuality Research and Social Policy","8","1",,"73","76",,2,10.1007/s13178-011-0044-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954609482&doi=10.1007%2fs13178-011-0044-3&partnerID=40&md5=f2241c703b406ab1b4bf778a988f3e4f","Center for the Study of Race, Politics and Culture, University of Chicago, Mailbox 118, 1126 E. 59th Street, Chicago, IL 60637, United States","Gutiérrez, R.A., Center for the Study of Race, Politics and Culture, University of Chicago, Mailbox 118, 1126 E. 59th Street, Chicago, IL 60637, United States","This essay compares the impact of two technologies - the invention of the birth control pill and the Internet - on sexual practices in the USA. The birth control pill helps spark the sexual revolution of the 1960s and the conservative counter-revolt ever since. This essay argues that while the Internet does allow for new forms of communication, access to computers is still highly stratified by class, gender, race, and region, thus limiting the impact and reach of computer-based health education materials. © 2011 Springer Science + Business Media, LLC.","Abstinence education; Birth control pill; Children's internet protection act; FaceBook; Internet; MySpace; Sexual revolution; Virtual sexual education",,"Gutiérrez, R. A.; Center for the Study of Race, Politics and Culture, University of Chicago, Mailbox 118, 1126 E. 59th Street, Chicago, IL 60637, United States; email: rgutierrez@uchicago.edu",,,18689884,,,,"English","Sex. Res. Soc. Policy",Article,,Scopus,2-s2.0-79954609482
"Geva D.","Not Just Maternalism: Marriage and fatherhood in American welfare policy",2011,"Social Politics","18","1",,"24","51",,12,10.1093/sp/jxr003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952669595&doi=10.1093%2fsp%2fjxr003&partnerID=40&md5=17a9a79d92612f9868d2505e15cc8b52","University of Chicago, 5845 South Ellis Avenue, IL 60637, United States","Geva, D., University of Chicago, 5845 South Ellis Avenue, IL 60637, United States","The United States' 1996 welfare reforms are often interpreted as a historical break in transitioning from supporting motherhood to commodifiying womens labor. However, this cannot account for welfare reforms emphasis upon heterosexual marriage and fatherhood promotion. The paper traces continuities and shifts in over a century of familial regulation through American welfare policy, specifying the place of marriage promotion within welfare policy. Up until 1996, families were key sites of intervention through which the American welfare state was erected, especially through single women as mothersnot wives. However, as of the 1960s, concern with African American mens ""failed"" familial commitments turned policymakers toward concern over marriage promotion for women and men. While marriage ""disincentives"" for aid recipients were lifted in the 1960s, the 1996 reforms structured a new form of nuclear family governance actively promoting marriage rooted in, but distinct from, the previous. Given the historical absence of welfare policies available to poor men, Temporary Assistance for Needy Families' (TANF) marriage promotion policies have positioned poor women as nodes connecting the state to poor men, simultaneously structuring poor women as breadwinners, mothers, and wives. Recent welfare reform has also started to target poor men directly, especially in fatherhood and marriage promotion initiatives. The article highlights how, in addition to workfare policies, marriage promotion is a neoliberal policy shifting risk to the shoulders of the poor, aiming to produce ""strong families"" for the purposes of social security. © The Author 2011. Published by Oxford University Press. All rights reserved.",,"article; economics; education; ethnology; family; family health; father; government; history; legal aspect; marriage; mother; policy; psychological aspect; social care; social class; social status; social welfare; spouse; United States; Family; Family Health; Fathers; Government; Government Programs; History, 20th Century; Marriage; Mothers; Public Assistance; Public Policy; Social Class; Social Conditions; Social Welfare; Spouses; United States","Geva, D.; University of Chicago, 5845 South Ellis Avenue, IL 60637, United States; email: geva@uchicago.edu",,,10724745,,,21692243,"English","Soc. Polit.",Article,,Scopus,2-s2.0-79952669595
"Stevenson D., Everingham C., Robinson P.","Choices and life chances: Feminism and the politics of generational change",2011,"Social Politics","18","1",,"125","145",,10,10.1093/sp/jxr005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952634007&doi=10.1093%2fsp%2fjxr005&partnerID=40&md5=e5be0d4a2355c638d54b2627878e1f76","Centre for Cultural Research, University of Western Sydney, Locked Bag 1797, Penrith South DC, NSW 1797, Australia","Stevenson, D., Centre for Cultural Research, University of Western Sydney, Locked Bag 1797, Penrith South DC, NSW 1797, Australia; Everingham, C.; Robinson, P.","The perception that young women are disengaged from feminist politics has provoked a great deal of tension between feminist generations. Recent feminist research into generational change has largely avoided this tension by focusing on the shifting meanings of feminism and the discrepancy between young womens reluctance to identify as ""feminists"" and their general acceptance of feminist attitudes toward gender issues. Nevertheless, in an era when gender equity goals seem to be if not slipping backwards then lacking urgency, young women are less likely to identify with a collective feminist politics than are older women. Underpinned by the findings of a major study of the attitudes toward work, family, and retirement of three generations of Australian women, this paper develops an approach that helps explain this reluctance. Drawing on the work of Karl Mannheim, the paper suggests that the cultural currents shaping the consciousness of different generations of women impact significantly on gender identity. The implications of this cultural shift are considered in the context of feminist politics and the contemporary ""culture wars."". © The Author 2011. Published by Oxford University Press. All rights reserved.",,"article; cultural factor; decision making; economics; education; employment; ethnology; family; female; feminism; history; human relation; legal aspect; psychological aspect; retirement; social behavior; social change; women's health; women's rights; Choice Behavior; Cross-Cultural Comparison; Employment; Family; Feminism; History, 20th Century; History, 21st Century; Intergenerational Relations; Retirement; Social Behavior; Social Change; Social Identification; Women; Women's Health; Women's Rights","Stevenson, D.; Centre for Cultural Research, University of Western Sydney, Locked Bag 1797, Penrith South DC, NSW 1797, Australia; email: d.stevenson@uws.edu.au",,,10724745,,,21692246,"English","Soc. Polit.",Article,,Scopus,2-s2.0-79952634007
"Daly M.","What adult worker model? A critical look at recent social policy reform in europe from a gender and family perspective",2011,"Social Politics","18","1",,"1","23",,130,10.1093/sp/jxr002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952665768&doi=10.1093%2fsp%2fjxr002&partnerID=40&md5=36bc7e4f743106d652824d2a3dfbf847","School of Sociology, Social Policy and Social Work, Queen's University Belfast, University Road, Belfast, BT7 1NN, United Kingdom","Daly, M., School of Sociology, Social Policy and Social Work, Queen's University Belfast, University Road, Belfast, BT7 1NN, United Kingdom","Analyses regularly feature claims that European welfare states are in the process of creating an adult worker model. The theoretical and empirical basis of this argument is examined here by looking first at the conceptual foundations of the adult worker model formulation and then at the extent to which social policy reform in western Europe fits with the argument. It is suggested that the adult worker formulation is under-specified. A framework incorporating four dimensionsthe treatment of individuals vis - vis their family role and status for the purposes of social rights, the treatment of care, the treatment of the family as a social institution, and the extent to which gender inequality is problematizedis developed and then applied. The empirical analysis reveals a strong move towards individualization as social policy promotes and valorizes individual agency and self-sufficiency and shifts some childcare from the family. Yet evidence is also found of continued (albeit changed) familism. Rather than an unequivocal move to an individualized worker model then, a dual earner, gender-specialized, family arrangement is being promoted. The latter is the middle way between the old dependencies and the new ""independence. "" This makes for complexity and even ambiguity in policy, a manifestation of which is that reform within countries involves concurrent moves in several directions. © The Author 2011. Published by Oxford University Press. All rights reserved.",,"article; economics; education; employment; ethnology; Europe; family; family health; gender identity; government; health care delivery; history; legal aspect; psychological aspect; public health; social class; social welfare; Delivery of Health Care; Employment; Europe; Family; Family Health; Gender Identity; Government; Government Programs; History, 20th Century; History, 21st Century; National Health Programs; Social Class; Social Welfare","Daly, M.; School of Sociology, Social Policy and Social Work, Queen's University Belfast, University Road, Belfast, BT7 1NN, United Kingdom; email: m.daly@qub.ac.uk",,,10724745,,,21692242,"English","Soc. Polit.",Article,,Scopus,2-s2.0-79952665768
