Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Salberg J.","Reimagining yentl while revisiting feminism in the light of relational approaches to gender and sex",2012,"Studies in Gender and Sexuality","13","3",,"185","196",,1,10.1080/15240657.2012.707569,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866289575&doi=10.1080%2f15240657.2012.707569&partnerID=40&md5=4122d5636f00e2ff1d9327bc76f7ebd1","New York University, Program in Psychotherapy and Psychoanalysis, 155 W. 71st Street, New York, NY 10023, United States","Salberg, J., New York University, Program in Psychotherapy and Psychoanalysis, 155 W. 71st Street, New York, NY 10023, United States","This article is an imaginative endeavor based upon the short story Yentl the Yeshiva Boy written by Isaac Bashevis Singer (1982). In taking creative license and entering Yentl's world, a new voice and narrative emerges for her and the major characters in the story. Using psychoanalytic relational theories on multiple self-states and postmodern gender and sexuality perspectives, this article undertakes fleshing out the characters and the motives of Bashevis Singer in writing the story. From each character's point of view we learn more of Yentl's subjectivity, her multiply oriented desires from multiple self-states, and expand Singer's story from its original linear course. In Singer's work, Yentl is a two dimensional girl possessing the soul of a man, which would mean in the 19th-century Poland Jewish shtetl world that she longs to study Torah/Talmud in a yeshiva. From this paradoxical premise the story eventually ends with Yentl surrendering all claim to the male world of study and then vanishing from the story altogether. This article plays off of this original premisea male soul within the body of a femalebut, instead of seeing this as a binary kind of conflict that must be resolved, that one must be masculine or feminine, girl or boy, heterosexual or homosexual, now will allow for the multiplicity of selves, wishes, and desires of Yentl, a postmodern woman living in a premodernity world. © 2012 Taylor and Francis Group, LLC.",,,"Salberg, J.; New York University, Program in Psychotherapy and Psychoanalysis, 155 W. 71st Street, New York, NY 10023, United States; email: jilsalberg@aol.com",,,15240657,,,,"English","Stud. Gender Sex.",Article,,Scopus,2-s2.0-84866289575
"Hartman S.","Jewish or gendered? (A ' drash in Two Parts): Editor's note",2012,"Studies in Gender and Sexuality","13","3",,"163","166",,,10.1080/15240657.2012.707545,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866266857&doi=10.1080%2f15240657.2012.707545&partnerID=40&md5=502d64d0fd5165882f5fe128d307a9db","Psychoanalytic Institute of Northern California, 368 Hayes Street, San Francisco, CA 94102, United States","Hartman, S., Psychoanalytic Institute of Northern California, 368 Hayes Street, San Francisco, CA 94102, United States","The editors of Studies in Gender and Sexuality are pleased to award the 2012 Symonds Prize to Shirly Bahar for Coming Out as Queen: Jewish Identity, Queer Theory, and the Book of Esther. Here, I introduce Bahar's article, as well as Erin Williams Hyman's Hedging Against Heritage: Jewish Identity Reconsidered and Jill Salberg's Reimagining Yentl While Revisiting Feminism in the Light of Relational Approaches to Gender and Sex. Taken together, these articles contrast generalized Jewish identity (an essentialist premise iterated in discourse when literary subjects come out as Jewish) with multiplicity that adheres in Jewishness when legible features of the subject such as sexuality and gender are brought into play through coming out. © 2012 Taylor and Francis Group, LLC.",,,"Hartman, S.; Psychoanalytic Institute of Northern California, 368 Hayes Street, San Francisco, CA 94102, United States; email: stephen@eshartman.com",,,15240657,,,,"English","Stud. Gender Sex.",Article,,Scopus,2-s2.0-84866266857
"Harris A.","The house of difference, or white silence",2012,"Studies in Gender and Sexuality","13","3",,"197","216",,11,10.1080/15240657.2012.707575,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866282757&doi=10.1080%2f15240657.2012.707575&partnerID=40&md5=b9db9475a88914c592fb4db280e947db","New York University, Program in Psychotherapy and Psychoanalysis, Psychoanalytic Institute of Northern California, 80 University Place, New York, NY 10003, United States","Harris, A., New York University, Program in Psychotherapy and Psychoanalysis, Psychoanalytic Institute of Northern California, 80 University Place, New York, NY 10003, United States","In this article I track three ways of confronting the question of whiteness and its attendant problematic of racism. I look at two personal episodes one involving inheritances from white explorer forebearers and the place of racism in fetishized objects and second in the institutional difficulties within psychoanalysis in finding ways to speak about race and the dilemma of being a beneficiary of racism. Finally I look at the hidden racism in a much lauded psychoanalytic article, Joan Riviere's (1929) Womanliness as a Masquerade, and in the light of these three problems speculate on whiteness. I argue that the intergenerational transmissions of guilt and disavowal together leave a blank psychic space that makes an authentic expression of racial consciousness and genuine reparation currently difficult and certainly, even if well intentioned, partially compromised. © 2012 Taylor and Francis Group, LLC.",,,"Harris, A.; New York University, Program in Psychotherapy and Psychoanalysis, Psychoanalytic Institute of Northern California, 80 University Place, New York, NY 10003, United States; email: adrienneeharris@gmail.com",,,15240657,,,,"English","Stud. Gender Sex.",Article,,Scopus,2-s2.0-84866282757
"Lobban G.","Troubling whiteness: Commentary on harris's the house of difference",2012,"Studies in Gender and Sexuality","13","3",,"224","230",,4,10.1080/15240657.2012.707581,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866269517&doi=10.1080%2f15240657.2012.707581&partnerID=40&md5=b54f898ead6d6a8d8c24a3b0f0f4540f","New York University, 251 W. 71st Street, New York, NY 10023, United States","Lobban, G., New York University, 251 W. 71st Street, New York, NY 10023, United States","This article focuses on Harris's (this issue) understanding of racialized subjectivity as a socially constructed phenomenon where fantasies about race are transmitted intergenerationally. I was raised as a white South African and I had two vivid associations to Harris's proposal that a psychose blanche, an invisible repository of unsignified, racially inflected thoughts, feelings, and selves exists at the heart of whiteness. In both cases I recalled a scene from my youth where I was taught that whites in apartheid South Africa deserved punishment and would receive this come the revolution. These lessons were crucial building blocks in the formation of my racialized subjectivity, and I describe and interrogate them in an attempt to add further variety and color to the landscape that Harris so deftly draws as she resignifies her whiteness. © 2012 Taylor and Francis Group, LLC.",,,"Lobban, G.; New York University, 251 W. 71st Street, New York, NY 10023, United States; email: glenys.lobban@gmail.com",,,15240657,,,,"English","Stud. Gender Sex.",Article,,Scopus,2-s2.0-84866269517
"Bahar S.","Coming out as queen: Jewish identity, queer theory, and the book of esther",2012,"Studies in Gender and Sexuality","13","3",,"167","178",,1,10.1080/15240657.2012.709134,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866270403&doi=10.1080%2f15240657.2012.709134&partnerID=40&md5=3b37741c7fb9746675b3e909f8b21d6f","New York University, 1240 Bedford Avenue #3F, Brooklyn, NY 11216, United States","Bahar, S., New York University, 1240 Bedford Avenue #3F, Brooklyn, NY 11216, United States","Far from new, correlative and comparative conceptualizations of Jewish and queer studies go back to one of queer theory's first, and most influential, accounts: Eve Kosofsky Sedgwick's Epistemology of the Closet (1990). This article revisits Sedgwick's comparison between the gay and the Jewess's acts of coming out to delicately destabilize her dichotomized differentiation of them. Unconditionally endorsing her condemnation of homophobia, I nevertheless shift my lens to center Esther's, rather than gay men's, narrated experience at the heart of the article. Closely and carefully examining Esther's utterances and performances throughout the entire Book of Esther to trace a multifaceted understanding of her fictionalized figure, I conflate Sedgwick's narration of Esther with more elaborate examinations of Esther's literary construction. Capturing Esther's fluid textuality, I contest the very assumption that one's coming out as queerwithin cultural as well as sexuality discoursesindicates her intention to define and/or confine herself along strict, systematic, and/or static taxonomies. © 2012 Taylor and Francis Group, LLC.",,,"Bahar, S.; New York University, 1240 Bedford Avenue #3F, Brooklyn, NY 11216, United States; email: sb3360@nyu.edu",,,15240657,,,,"English","Stud. Gender Sex.",Article,,Scopus,2-s2.0-84866270403
"Musser A.J.","Racial camouflage: Thinking race apart from sexuality: Commentary on harris's the house of difference",2012,"Studies in Gender and Sexuality","13","3",,"231","235",,,10.1080/15240657.2012.707584,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866282613&doi=10.1080%2f15240657.2012.707584&partnerID=40&md5=971a16acfc2b508a16ef05788c999350","Brown University, Pembroke Center, Box 1958, 172 Meeting Street, Providence, RI 02912, United States","Musser, A.J., Brown University, Pembroke Center, Box 1958, 172 Meeting Street, Providence, RI 02912, United States","This article uses Adrienne Harris's (this issue) The House of Difference, or White Silence as a jumping-off point to think about the overlap between a queer of color critique and the poststructuralist methodology of relational psychoanalysis that Harris proposes. Although queer of color critiques have not tended to draw on psychoanalysis, they do provide ways to understand the epistemological construction of race. As such, reading Harris in conjunction with Chandan Reddy (2011), this article attempts to find a method for understanding race according to an epistemology that is separate from sexuality. Drawing on Harris's discussion of the unconscious and Reddy's analysis of amendments, this article attempts to make legible some of the nonoverlapping space between race and sexuality. © 2012 Taylor and Francis Group, LLC.",,,"Musser, A.J.; Brown University, Pembroke Center, Box 1958, 172 Meeting Street, Providence, RI 02912, United States; email: amber.musser@gmail.com",,,15240657,,,,"English","Stud. Gender Sex.",Article,,Scopus,2-s2.0-84866282613
"Williams Hyman E.","Hedging against heritage: Jewish identity reconsidered: Commentary on bahar's coming out as queen",2012,"Studies in Gender and Sexuality","13","3",,"179","184",,,10.1080/15240657.2012.707558,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866272899&doi=10.1080%2f15240657.2012.707558&partnerID=40&md5=8ed946d927d0a76046ebfc79fe428786","UCLA, Cornell University, United States","Williams Hyman, E., UCLA, Cornell University, United States","Responding to Shirly Bahar's reading of the Book of Esther in Coming Out as Queen: Jewish Identity, Queer Theory, and the Book of Esther (this issue), this article counters that Esther's transformation is not one from hidden or closeted to out but one in which there is no preexisting Jewishness; her declaration is less a coming-out than a coming-to-be. Like the biblical Ruth, Esther provides a model of peoplehood that is voluntarily assumed rather than ancestrala hedge against heritage as construed through the maternal line. The author then turns to more contemporary sources, including a reading of a short story by Nathan Englander, in order to question both an essentialist and a performative view of Jewish identity. © 2012 Taylor and Francis Group, LLC.",,,"Williams Hyman, E.; UCLA, Cornell UniversityUnited States; email: ewhyman@gmail.com",,,15240657,,,,"English","Stud. Gender Sex.",Article,,Scopus,2-s2.0-84866272899
"Hancock A.N.","'It's a macho thing, innit?' Exploring the effects of masculinity on career choice and development",2012,"Gender, Work and Organization","19","4",,"392","415",,3,10.1111/j.1468-0432.2010.00547.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862702372&doi=10.1111%2fj.1468-0432.2010.00547.x&partnerID=40&md5=7b7985094c12cf4a2f5f537afa2d75b6","Department for Social and Community Studies, Coventry University, Richard Crossman Building, Priory Street, Coventry, CV1 5FB, United Kingdom","Hancock, A.N., Department for Social and Community Studies, Coventry University, Richard Crossman Building, Priory Street, Coventry, CV1 5FB, United Kingdom","Through the analysis of qualitative data of the life stories of ten male returners to further education this article aims to support and develop some of the ideas presented Gender, Work & Organization by both Simpson 2005 and Lupton 2006 on men non-traditional occupations. I employ the notion of multiple masculinities to understand my cohort's careers and demonstrate that over time early socialization can be overcome so that some men can make non-stereotypical career decisions later life. offering an explanation as to why this might be the case, I argue that late modernity some men can actively choose non-traditional occupations, albeit witha gendered and classed labour market. I also offer insights into male identity late modernity. © 2011 Blackwell Publishing Ltd.","Career; Development; Education; Gender; Non-traditional","gender identity; labor market; masculinization; modernity; returns to education","Hancock, A.N.; Department for Social and Community Studies, Coventry University, Richard Crossman Building, Priory Street, Coventry, CV1 5FB, United Kingdom; email: a.hancock@coventry.ac.uk",,,09686673,,,,"English","Gender Work Organ.",Article,,Scopus,2-s2.0-84862702372
"Phillips M., Knowles D.","Performance and Performativity: Undoing Fictions of Women Business Owners",2012,"Gender, Work and Organization","19","4",,"416","437",,13,10.1111/j.1468-0432.2010.00528.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862687430&doi=10.1111%2fj.1468-0432.2010.00528.x&partnerID=40&md5=628c1d1479a0959e5939efe10a38f693","Department of Management, University of Bristol, 8 Woodland Road, Bristol BS8 1TN, United Kingdom","Phillips, M., Department of Management, University of Bristol, 8 Woodland Road, Bristol BS8 1TN, United Kingdom; Knowles, D., Department of Management, University of Bristol, 8 Woodland Road, Bristol BS8 1TN, United Kingdom","This article explores the representation of women small business owners three contemporary novels; Chocolat, The Shipping News and Back When We Were Grownups. The primary contribution is to demonstrate how fiction can both challenge and collude dominant constructions of entrepreneurship, which is more generally gendered as male and masculine. Judith Butler's thinking on performativity with regard to gender and sexual desire is applied to women's identities and extended to include their behaviour as entrepreneurs. The article demonstrates that these novels both 'do' and 'undo' gender and business ownership. They portray women who are successful business while displaying culturally accepted norms of femininity but who are set apart from other female characters. However, their partial and conflictual identification with norms of gender and entrepreneurship could lead a reader to question those norms and through the undoing of the protagonists, the novels offer alternative performances and performativities of doing gender and of doing business. © 2010 Blackwell Publishing Ltd.","Butler; Contemporary fiction; Gender; Performativity; Small business; Women entrepreneurs","entrepreneur; firm ownership; gender identity; womens status","Phillips, M.; Department of Management, University of Bristol, 8 Woodland Road, Bristol BS8 1TN, United Kingdom; email: Mary.Phillips@bristol.ac.uk",,,09686673,,,,"English","Gender Work Organ.",Article,,Scopus,2-s2.0-84862687430
"Özbilgin M.F., Syed J., Ali F., Torunoglu D.","International Transfer of Policies and Practices of Gender Equality in Employment to and among Muslim Majority Countries",2012,"Gender, Work and Organization","19","4",,"345","369",,9,10.1111/j.1468-0432.2010.00515.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862663023&doi=10.1111%2fj.1468-0432.2010.00515.x&partnerID=40&md5=944cbf84167c7ba64c6813dff534dc2a","Norwich Business School, University of East Anglia, United Kingdom","Özbilgin, M.F., Norwich Business School, University of East Anglia, United Kingdom; Syed, J., Norwich Business School, University of East Anglia, United Kingdom; Ali, F., Norwich Business School, University of East Anglia, United Kingdom; Torunoglu, D., Norwich Business School, University of East Anglia, United Kingdom","This article investigates the premise that it is possible to transpose organizational approaches to equal employment opportunity (EEO) from western countries to Muslim majority countries (MMCs)Drawing on policy interviews and documentary evidence from public sector organizations and international development agencies engaged in the promotion of gender equality in Turkey and Pakistan, we question the effectiveness of diffusion of gender equality policies and practices to and among these two MMCsOur investigation reveals the primacy of context over essence in developing effective ways to construct EEO policies and practices which can be adopted in MMCs. © 2010 Blackwell Publishing Ltd.","Gender equality; Islam; Pakistan; Secularism; Turkey","cultural tradition; employment; gender disparity; Islamism; social policy; Pakistan; Turkey","Özbilgin, M.F.; Norwich Business School, University of East AngliaUnited Kingdom; email: m.ozbilgin@uea.ac.uk",,,09686673,,,,"English","Gender Work Organ.",Article,,Scopus,2-s2.0-84862663023
"Sloan M.M.","Controlling Anger and Happiness at Work: An Examination of Gender Differences",2012,"Gender, Work and Organization","19","4",,"370","391",,9,10.1111/j.1468-0432.2010.00518.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862699733&doi=10.1111%2fj.1468-0432.2010.00518.x&partnerID=40&md5=1e6ca3ff51ef6e9fabf822f59b049d43","Drew University, Department of Sociology, 36 Madison Avenue, Madison, NJ 07940, United States","Sloan, M.M., Drew University, Department of Sociology, 36 Madison Avenue, Madison, NJ 07940, United States","This article examines gender differences the emotion management of men and women the workplace. The belief American culture that women are more emotional than men has limited women's opportunities many types of work. Because emotional expression is often tightly controlled the workplace, examining emotion management performed at work presents an opportunity to evaluate gender differences response to similar working conditions. Previous research suggests that men and women do not differ their experiences of emotion and the expression of emotion is linked to status positions. An analysis of survey data collected from workers a diverse group of occupations illustrates that women express anger less and happiness more than men the workplace. Job and status characteristics explathe association between gender and anger management at work but were unrelated to the management of happiness expressions the workplace. © 2010 Blackwell Publishing Ltd.","Emotion management; Gender; Job characteristics; Work","gender disparity; occupation; research; social behavior; survey; workplace","Sloan, M.M.; Drew University, Department of Sociology, 36 Madison Avenue, Madison, NJ 07940, United States; email: msloan@drew.edu",,,09686673,,,,"English","Gender Work Organ.",Article,,Scopus,2-s2.0-84862699733
"Ruppanner L., Huffman M.L.","Local Labour Markets, Organizations and the Distribution of Family-responsive Benefits the USA",2012,"Gender, Work and Organization","19","4",,"438","454",,3,10.1111/j.1468-0432.2010.00519.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862691656&doi=10.1111%2fj.1468-0432.2010.00519.x&partnerID=40&md5=22a87f6aadc8b3f5eb783d5f52efad47","Department of Sociology, University of California, Irvine, Irvine, CA 92697-5100, United States","Ruppanner, L., Department of Sociology, University of California, Irvine, Irvine, CA 92697-5100, United States; Huffman, M.L., Department of Sociology, University of California, Irvine, Irvine, CA 92697-5100, United States","Family-responsive benefits have important consequences for workers balancing work-family demands. Previous research on the distribution of family-responsive benefits has focused on intra-organizational determinants or general labour market characteristics, at the expense of local labour market factors. We address this deficiency by analysing a unique random sample of US work establishments nested their local labour markets. Specifically, we ask whether, net of establishment and local labour market characteristics, women's local labour market standing influences the prevalence of family-responsive benefits. The results indicate that women's labour market status, measured with a composite of occupational gender integration, aggregate educational attainment and percentage of women managerial roles, has a strong positive net effect on the prevalence of family-responsive workplace benefits. However, no significant interaction between women's status and establishment-level characteristics was found. Our findings highlight the importance of local labour markets the distribution of family-responsive benefits across organizations. © 2010 Blackwell Publishing Ltd.","Family-responsive policies; Local labour markets; Women's power","educational attainment; gender role; labor market; occupation; organizational framework; womens employment; womens status; United States","Ruppanner, L.; Department of Sociology, University of California, Irvine, Irvine, CA 92697-5100, United States; email: lruppann@uci.edu",,,09686673,,,,"English","Gender Work Organ.",Article,,Scopus,2-s2.0-84862691656
"Messinger J.L.","Antibisexual Violence and Practitioners' Roles in Prevention and Intervention: An Ecological and Empowerment-Based Approach in Public Health Social Work",2012,"Journal of Bisexuality","12","3",,"360","375",,3,10.1080/15299716.2012.702616,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865979432&doi=10.1080%2f15299716.2012.702616&partnerID=40&md5=185005c0449f12f9c7b6b199c1b011b8","Illinois Caucus for Adolescent Health, 226 S. Wabash Avenue, Suite 900, Chicago, IL 60604, United States","Messinger, J.L., Illinois Caucus for Adolescent Health, 226 S. Wabash Avenue, Suite 900, Chicago, IL 60604, United States","Over the last decade, advancements have been made to benefit lesbian, gay, bisexual, transgender and queer communities. Despite these improvements, inequalities remain in the personal and collective experiences of bisexual people. These disparities can be addressed through a solution at the intersection of the public health social work field. Viewing antibisexual violence through an ecological lens reveals the impact that heterosexism, homophobia, biphobia and monosexism have at the institutional, community, interpersonal and individual levels. A three-tiered disease prevention model can be adopted to address antibisexual violence and thereby decrease the negative impact of violence, educate practitioners and end violence before it occurs. © 2012 Copyright Taylor and Francis Group, LLC.","bisexual identity; bisexuality; empowerment theory; primary prevention; public health; social ecological framework; social work; structural violence; violence prevention",,"Messinger, J. L.; Illinois Caucus for Adolescent Health, 226 S. Wabash Avenue, Suite 900, Chicago, IL 60604, United States; email: joy.messinger@gmail.com",,,15299716,,,,"English","J. Bisex.",Article,,Scopus,2-s2.0-84865979432
"van Anders S.","From One Bioscientist to Another: Guidelines for Researching and Writing About Bisexuality for the Lab and Biosciences",2012,"Journal of Bisexuality","12","3",,"393","403",,8,10.1080/15299716.2012.702621,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865993857&doi=10.1080%2f15299716.2012.702621&partnerID=40&md5=5da3680402550354bf9e82a96b612ea0","University of Michigan, Ann Arbor, MI, United States","van Anders, S., University of Michigan, Ann Arbor, MI, United States","Bisexuality is studied within the biological sciences, in fields like neuroscience, biopsychology, evolution and biomedicine, yet these fields typically do not train researchers to consider the social locations of their participants. However, bisexuality is a marginalized sexuality, and minorities and researchers have increasingly called for scientific research to attend to issues around power and social identity. This article provides a set of guidelines written by a bioscientist for bioscientists, to help delineate and address potential issues when studying bisexuality. © 2012 Copyright Taylor and Francis Group, LLC.","bisexuality; evolution; gender; hormones; minority; neuroscience; power; psychiatry; psychology; sexuality",,"van Anders, S.530 Church Street, Ann Arbor, MI 48105, United States; email: smva@umich.edu",,,15299716,,,,"English","J. Bisex.",Article,,Scopus,2-s2.0-84865993857
"Barker M., Yockney J., Richards C., Jones R., Bowes-Catton H., Plowman T.","Guidelines for Researching and Writing About Bisexuality",2012,"Journal of Bisexuality","12","3",,"376","392",,25,10.1080/15299716.2012.702618,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865961519&doi=10.1080%2f15299716.2012.702618&partnerID=40&md5=2240df110f892b7e4debf9f5c15473e7","The Open University, Milton Keynes, United Kingdom; Bi Community News, Manchester, United Kingdom; West London Mental Health NHS Trust, London, United Kingdom; Independent Scholar, London, United Kingdom","Barker, M., The Open University, Milton Keynes, United Kingdom; Yockney, J., Bi Community News, Manchester, United Kingdom; Richards, C., West London Mental Health NHS Trust, London, United Kingdom; Jones, R., The Open University, Milton Keynes, United Kingdom; Bowes-Catton, H., The Open University, Milton Keynes, United Kingdom; Plowman, T., Independent Scholar, London, United Kingdom","The authors are a group of researchers and writers who work on bisexuality, organize bisexual research conferences, and take part in discussions on many bisexual and lesbian, gay, bisexual, trans and queer (LGBTQ) academic forums. The authors have noticed, over the years, many problematic tendencies in research that focuses on, or includes, bisexuals. The authors therefore felt that it would be useful to come up with a list of 'good practice' guidelines for people researching and writing in this area. These should be particularly useful to those new to the area when they send out their calls for participants, to avoid alienating those participants or finding themselves 'reinventing the wheel' with their studies. Hopefully, the guidelines will also be helpful for experienced researchers to reflect on their research practices. © 2012 Copyright Taylor and Francis Group, LLC.","accountability; bisexuality; ethics; guidelines; participants; research",,"Barker, M.; The Open University, Walton Hall, Milton Keynes, MK7 6AA, United Kingdom; email: m.j.barker@open.ac.uk",,,15299716,,,,"English","J. Bisex.",Article,,Scopus,2-s2.0-84865961519
"Benson J.","Myths About Pimps: Conflicting Images of Hypermasculine Pimps in U.S. American Hip-Hop and Bisexual Pimps in the Novels of Donald Goines and Iceberg Slim",2012,"Journal of Bisexuality","12","3",,"429","441",,2,10.1080/15299716.2012.702627,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865958258&doi=10.1080%2f15299716.2012.702627&partnerID=40&md5=749b94d7946729ade22dd14b2d803486","The Ohio State University, English Department, 421 Denney Hall, 164 W. 17th Avenue, Columbus, OH 43210-1370, United States","Benson, J., The Ohio State University, English Department, 421 Denney Hall, 164 W. 17th Avenue, Columbus, OH 43210-1370, United States","The traditional image of the urban U.S. American pimp functions as a powerful symbol of Black hypermasculinity throughout contemporary hip-hop culture. This image perpetuates entrenched stereotypes that characterize Black males as violent, rapacious beasts and Black females as hypersexed, valueless mules. Donald Goines and Iceberg Slim, in their novels Whoreson (1972/2007) and Pimp (1969/2007), employ pimp characters in direct conflict with the American hip-hop version of the pimp in their marked openness to non-normative sexualities, signaling an alternative possibility for Black male sexuality. Bell hooks and Darieck Scott argue that Black males must quit trying to compete with White males for sexual supremacy and embrace a politics of failure marked by new constructions of sexuality that are less destructive. Rejecting a sexuality based on hypermasculine White patriarchy in favor of a more open Black sexual politics creates a sexual map that may lead to a uniquely Black sexual politics. © 2012 Copyright Taylor and Francis Group, LLC.","bisexuality; Goines; hip-hop; hypermasculinity; pimp; Slim",,"Benson, J.; The Ohio State University, English Department, 421 Denney Hall, 164 W. 17th Avenue, Columbus, OH 43210-1370, United States; email: jbenson@mail.usf.edu",,,15299716,,,,"English","J. Bisex.",Article,,Scopus,2-s2.0-84865958258
"Comeau D.L.","Label-First Sexual Identity Development: An In-Depth Case Study of Women Who Identify as Bisexual Before Having Sex With More Than One Gender",2012,"Journal of Bisexuality","12","3",,"321","346",,3,10.1080/15299716.2012.702611,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865994757&doi=10.1080%2f15299716.2012.702611&partnerID=40&md5=6d61e15a80f874bdb81668e4000b5566","Behavioral Sciences and Health Education, Emory University, 1518 Clifton Road, GCR, 510, Atlanta, GA 30322, United States","Comeau, D.L., Behavioral Sciences and Health Education, Emory University, 1518 Clifton Road, GCR, 510, Atlanta, GA 30322, United States","This article explores the concept of label-first sexual identity development through two in-depth case studies with women who claimed a bisexual label before engaging in sexual behavior with a partner of a different gender than their previous partner(s). Data are from a larger qualitative study of life history interviews with women who partner with women and men throughout their life courses. Feminist theories of intersectionality provide a framework to explore the web of social locations bisexual women inhabit and how these multiple aspects of identity, such as race, class and religion, coalesce to create a bisexual identity in the absence of same-sex behavior. The role of friendships, dialogue about bisexuality, community, geographic location and family dynamics are critical components in this pattern of sexual identity development. © 2012 Copyright Taylor and Francis Group, LLC.","bisexual identity; bisexual women; intersectionality; LGBT; same-sex behavior; sexual minorities",,"Comeau, D. L.; Behavioral Sciences and Health Education, Emory University, 1518 Clifton Road, GCR, 510, Atlanta, GA 30322, United States; email: dcomeau@emory.edu",,,15299716,,,,"English","J. Bisex.",Article,,Scopus,2-s2.0-84865994757
"Bates D.D.","Beyond Expectations: The Experiences of Two African American Bisexual Women",2012,"Journal of Bisexuality","12","3",,"404","416",,,10.1080/15299716.2012.702622,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865993495&doi=10.1080%2f15299716.2012.702622&partnerID=40&md5=f76dda2bab21e29decd485def3c39824","Counseling and Career Development Center, Georgia Southern University, P. O. Box 8011, Statesboro, GA 30460, United States","Bates, D.D., Counseling and Career Development Center, Georgia Southern University, P. O. Box 8011, Statesboro, GA 30460, United States","There is more research pertaining to African American bisexual men than there is pertaining to African American bisexual women. Most of this research, however, does not specifically address bisexual identity development as much as bisexual behavior and associated risks. Based on the experiences of two African American bisexual women, this article briefly explores the impact of culture on the development of a bisexual identity and the development of a more consistent sense of self as a sexual being. © 2012 Copyright Taylor and Francis Group, LLC.","African American; bisexual; culture; gender roles; identity; self-awareness; sexuality; women",,"Bates, D. D.; Counseling and Career Development Center, Georgia Southern University, P. O. Box 8011, Statesboro, GA 30460, United States; email: drddbates@gmail.com",,,15299716,,,,"English","J. Bisex.",Article,,Scopus,2-s2.0-84865993495
"Ben-Zeev A., Dennehy T.C., Kaufman J.C.","Blurring Boundaries: Bisexual Versus Lesbian and Heterosexual Women's Self-Assessed Creativity",2012,"Journal of Bisexuality","12","3",,"347","359",,6,10.1080/15299716.2012.702614,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865963045&doi=10.1080%2f15299716.2012.702614&partnerID=40&md5=96cd64032b40c56f5af83311bd573d44","Department of Psychology, San Francisco State University, 1600 Holloway Avenue, EP 301, San Francisco, CA 94132-4168, United States; Department of Psychology, University of Massachusetts, Amherst, Amherst, MA, United States; Department of Psychology, California State University at San Bernardino, San Bernardino, CA, United States","Ben-Zeev, A., Department of Psychology, San Francisco State University, 1600 Holloway Avenue, EP 301, San Francisco, CA 94132-4168, United States; Dennehy, T.C., Department of Psychology, University of Massachusetts, Amherst, Amherst, MA, United States; Kaufman, J.C., Department of Psychology, California State University at San Bernardino, San Bernardino, CA, United States","People who self-categorize as bisexual pose a challenge to a simplistic notion of linear separability/discreteness, as indicated by beliefs that ""bisexuality does not exist."" The authors thus examined whether by blurring intergroup boundaries that challenge monosexuality, bisexual women would evince higher levels of self-assessed creativity. Bisexual women's self-assessed creativity was higher than lesbian and heterosexual women's. The latter two groups' levels were similar (accounting for socioeconomic status). This finding is optimistic to the extent that not fitting easily into group norms might create an opportunity to perceive oneself favorably while challenging heterosexist and monosexist beliefs. © 2012 Copyright Taylor and Francis Group, LLC.","bisexuality; creativity; psychological essentialism; sexual orientation; socioeconomic status",,"Ben-Zeev, A.; Department of Psychology, San Francisco State University, 1600 Holloway Avenue, EP 301, San Francisco, CA 94132-4168, United States; email: abenzeev@sfsu.edu",,,15299716,,,,"English","J. Bisex.",Article,,Scopus,2-s2.0-84865963045
